audit_schema_version,site_id,analysis_role,station_status,station_exclusion_reason,nominal_capacity_mw,raw_file,raw_file_exists,raw_file_sha256,raw_schema_complete,raw_schema_missing_columns,invalid_timestamp_rows,horizon_steps,horizon_minutes,aggregation_level,sensor_family,group,source_columns,raw_source_columns_present,structurally_absent_optional_channels,missingness_definition,target_available_daylight_n,model_evaluable_n,missing_n_among_target_available,missing_rate_among_target_available,missing_n_among_model_evaluable,missing_rate_among_model_evaluable,nonmissing_n_among_model_evaluable,minimum_group_n,performance_eligible,confirmatory_performance_eligible,eligibility_reason,target_masked,target_interpolated
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,1,15,raw_channel,weather,temperature,temperature,False,,raw current-time channel is missing after validity normalization,10669,10511,10669,1,10511,1,0,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10374,9885,,,0,0,9885,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,False,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10374,9885,,,9885,1,0,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10374,9885,,,2499,0.252807283763,7386,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4,False,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,10374,9885,,,9885,1,0,80,False,False,station_excluded: schema validation failed: Missing required columns: ['temperature'],False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,10374,9885,0,0,0,0,9885,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,10374,9885,0,0,0,0,9885,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,10374,9885,0,0,0,0,9885,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,10374,9885,489,0.0471370734529,0,0,9885,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,weather,humidity,humidity,True,,raw current-time channel is missing after validity normalization,10374,9885,0,0,0,0,9885,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,10374,9885,0,0,0,0,9885,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS3,confirmatory_preferred,excluded,schema validation failed: Missing required columns: ['temperature'],30,data/raw/multisite/Solar_station_site_3_Nominal_capacity-30MW.csv,True,8f4e2dd4c823ba5f387f503b257012a213b2741049a3ca089af869125b50717c,False,temperature,0,4,60,raw_channel,weather,temperature,temperature,False,,raw current-time channel is missing after validity normalization,10374,9885,10374,1,9885,1,0,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34754,34016,,,0,0,34016,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34754,34016,,,8229,0.241915569144,25787,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34754,34016,,,8229,0.241915569144,25787,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34754,34016,,,6,0.000176387582314,34010,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,34754,34016,0,0,0,0,34016,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,34754,34016,0,0,0,0,34016,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,34754,34016,0,0,0,0,34016,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,34754,34016,738,0.0212349657593,0,0,34016,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,weather,humidity,humidity,True,,raw current-time channel is missing after validity normalization,34754,34016,0,0,0,0,34016,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,34754,34016,2,5.75473326811e-05,2,5.87958607714e-05,34014,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,1,15,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,34754,34016,0,0,0,0,34016,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34635,31979,,,0,0,31979,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34635,31979,,,8232,0.257418931174,23747,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34635,31979,,,8232,0.257418931174,23747,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,34635,31979,,,6,0.000187623127678,31973,80,False,False,station_excluded: daylight target missingness above threshold,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,34635,31979,0,0,0,0,31979,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,34635,31979,0,0,0,0,31979,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,34635,31979,0,0,0,0,31979,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,34635,31979,2656,0.0766854338097,0,0,31979,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,weather,humidity,humidity,True,,raw current-time channel is missing after validity normalization,34635,31979,0,0,0,0,31979,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,34635,31979,2,5.77450555796e-05,2,6.25410425592e-05,31977,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS4,confirmatory_preferred,excluded,daylight target missingness above threshold,130,data/raw/multisite/Solar_station_site_4_Nominal_capacity-130MW.csv,True,afdb1ac02c108920222853f73683b7d41f6ebe49bdd94f2593380b9d20b9d39e,True,,0,4,60,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,34635,31979,0,0,0,0,31979,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40409,40027,,,0,0,40027,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40409,40027,,,4384,0.109526069903,35643,80,True,True,eligible_natural_missingness_group,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40409,40027,,,4384,0.109526069903,35643,80,True,True,eligible_natural_missingness_group,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40409,40027,,,0,0,40027,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,40409,40027,0,0,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,40409,40027,0,0,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,40409,40027,0,0,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,40409,40027,382,0.00945333960256,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,weather,humidity,humidity,True,,raw current-time channel is missing after validity normalization,40409,40027,0,0,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,weather,pressure,pressure,True,,raw current-time channel is missing after validity normalization,40409,40027,0,0,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,1,15,raw_channel,weather,temperature,temperature,True,,raw current-time channel is missing after validity normalization,40409,40027,0,0,0,0,40027,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,forecast_feature_family,irradiance,irradiance,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40286,38938,,,0,0,38938,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,forecast_feature_family,irradiance+weather+recent_power,combined,tsi|tsi_lag_1|tsi_lag_4|dni|dni_lag_1|dni_lag_4|ghi|ghi_lag_1|ghi_lag_4|temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4|power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40286,38938,,,4381,0.11251219888,34557,80,True,True,eligible_natural_missingness_group,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,forecast_feature_family,recent_power,recent_power,power_current|power_lag_1|power_lag_2|power_lag_4|power_lag_12|power_mean_4|power_std_4|power_range_4|power_absdiff_mean_4|power_mean_12|power_std_12|power_range_12|power_absdiff_mean_12,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40286,38938,,,4381,0.11251219888,34557,80,True,True,eligible_natural_missingness_group,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,forecast_feature_family,weather,weather,temperature|temperature_lag_1|temperature_lag_4|pressure|pressure_lag_1|pressure_lag_4|humidity|humidity_lag_1|humidity_lag_4,True,,any naturally missing forecast feature in the exact synthetic-outage mask; structurally absent optional channels are excluded,40286,38938,,,0,0,38938,80,False,False,natural_missing_group_below_minimum_80,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,raw_channel,irradiance,dni,dni,True,,raw current-time channel is missing after validity normalization,40286,38938,0,0,0,0,38938,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,raw_channel,irradiance,ghi,ghi,True,,raw current-time channel is missing after validity normalization,40286,38938,0,0,0,0,38938,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,raw_channel,irradiance,tsi,tsi,True,,raw current-time channel is missing after validity normalization,40286,38938,0,0,0,0,38938,80,False,False,descriptive_channel_rate_only,False,False
1.0.0,CSGS5,confirmatory_preferred,valid,,110,data/raw/multisite/Solar_station_site_5_Nominal_capacity-110MW.csv,True,e3910a4cbb66b7df80a7158a1a3718a67294bef5276c364531315657fe89cdd1,True,,0,4,60,raw_channel,recent_power,power,power,True,,raw current-time channel is missing after validity normalization,40286,38938,1348,0.0334607555975,0,0,38938,80,False,False,descriptive_channel_rate_only,False,False
