date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-01-25 12:15:00,137,0,160,1025.3,69.0,22.3573035
2019-01-25 12:30:00,115,0,138,1025.0,68.5,21.886242
2019-01-25 12:45:00,64,0,78,1025.1,68.1,23.0862765
2019-01-25 13:00:00,54,0,67,1025.0,68.2,21.3427095
2019-01-25 13:15:00,65,0,82,1024.6,68.2,19.8250815
2019-01-25 13:30:00,66,0,80,1024.5,68.6,19.9359195
2019-01-25 13:45:00,66,0,80,1024.3,69.0,21.340578
2019-01-25 14:00:00,49,0,58,1024.2,69.4,20.146938
2019-01-25 14:15:00,0,0,34,1024.1,69.6,18.787041
2019-01-25 14:30:00,0,0,34,1023.9,69.6,17.358936
2019-01-25 14:45:00,0,0,33,1024.0,69.8,15.193332
2019-01-25 15:00:00,35,0,42,1024.1,70.3,13.2472725
2019-01-25 15:15:00,0,0,0,1024.0,70.8,10.0542855
2019-01-25 15:30:00,0,0,30,1023.8,71.2,9.2741565
2019-01-25 15:45:00,0,0,0,1023.8,71.5,8.086911
2019-01-25 16:00:00,0,0,0,1023.9,71.8,6.5628885
2019-01-25 16:15:00,0,0,0,1023.5,72.0,3.7407825
2019-01-25 16:30:00,0,0,0,1023.4,72.3,2.753898
2019-01-25 16:45:00,0,0,0,1023.8,72.5,1.1872455
2019-01-25 17:00:00,0,0,0,1023.9,72.6,0.562716
2019-01-25 17:15:00,0,0,0,1023.9,72.7,0.0916545
2019-01-25 17:30:00,0,0,0,1023.9,72.8,-0.0525
2019-01-25 17:45:00,0,0,0,1024.1,72.9,-0.0357
2019-01-25 18:00:00,0,0,0,1024.0,73.1,-0.0357
2019-01-25 18:15:00,0,0,0,1024.1,73.2,-0.0357
2019-01-25 18:30:00,0,0,0,1023.8,73.3,-0.0357
2019-01-25 18:45:00,0,0,0,1023.9,73.4,-0.0378
2019-01-25 19:00:00,0,0,0,1024.0,73.5,-0.0378
2019-01-25 19:15:00,0,0,0,1024.0,73.6,-0.0378
2019-01-25 19:30:00,0,0,0,1023.8,73.7,-0.0378
2019-01-25 19:45:00,0,0,0,1024.0,73.8,-0.0378
2019-01-25 20:00:00,0,0,0,1024.1,73.9,-0.0378
2019-01-25 20:15:00,0,0,0,1024.2,74.0,-0.0378
2019-01-25 20:30:00,0,0,0,1024.2,74.1,-0.0357
2019-01-25 20:45:00,0,0,0,1024.2,74.1,-0.0378
2019-01-25 21:00:00,0,0,0,1024.2,74.1,-0.0378
2019-01-25 21:15:00,0,0,0,1024.1,74.2,-0.0336
2019-01-25 21:30:00,0,0,0,1024.3,74.2,-0.0357
2019-01-25 21:45:00,0,0,0,1024.4,74.2,-0.0378
2019-01-25 22:00:00,0,0,0,1024.2,74.3,-0.0378
2019-01-25 22:15:00,0,0,0,1024.5,74.4,-0.0378
2019-01-25 22:30:00,0,0,0,1024.4,74.4,-0.0378
2019-01-25 22:45:00,0,0,0,1024.6,74.4,-0.0378
2019-01-25 23:00:00,0,0,0,1024.7,74.4,-0.0378
2019-01-25 23:15:00,0,0,0,1024.6,74.5,-0.0378
2019-01-25 23:30:00,0,0,0,1024.6,74.5,-0.0357
2019-01-25 23:45:00,0,0,0,1024.5,74.5,-0.0378
2019-01-26 00:00:00,0,0,0,1024.7,74.5,-0.0378
2019-01-26 00:15:00,0,0,0,1024.6,74.5,-0.0378
2019-01-26 00:30:00,0,0,0,1024.8,74.6,-0.0357
2019-01-26 00:45:00,0,0,0,1025.0,74.6,-0.0378
2019-01-26 01:00:00,0,0,0,1025.0,74.6,-0.0378
2019-01-26 01:15:00,0,0,0,1024.8,74.6,-0.0378
2019-01-26 01:30:00,0,0,0,1024.8,74.7,-0.0378
2019-01-26 01:45:00,0,0,0,1024.9,74.7,-0.0378
2019-01-26 02:00:00,0,0,0,1024.8,74.7,-0.0378
2019-01-26 02:15:00,0,0,0,1025.0,74.8,-0.0378
2019-01-26 02:30:00,0,0,0,1025.1,74.8,-0.0378
2019-01-26 02:45:00,0,0,0,1024.8,74.7,-0.0378
2019-01-26 03:00:00,0,0,0,1024.7,74.8,-0.0357
2019-01-26 03:15:00,0,0,0,1024.4,74.7,-0.0378
2019-01-26 03:30:00,0,0,0,1024.3,74.7,-0.0378
2019-01-26 03:45:00,0,0,0,1024.2,74.8,-0.0378
2019-01-26 04:00:00,0,0,0,1023.9,74.8,-0.0357
2019-01-26 04:15:00,0,0,0,1023.7,74.9,-0.0378
2019-01-26 04:30:00,0,0,0,1023.4,75.0,-0.0378
2019-01-26 04:45:00,0,0,0,1023.4,75.1,-0.0357
2019-01-26 05:00:00,0,0,0,1023.4,75.2,-0.0378
2019-01-26 05:15:00,0,0,0,1023.6,75.3,-0.0336
2019-01-26 05:30:00,0,0,0,1023.5,75.3,-0.0378
2019-01-26 05:45:00,0,0,0,1023.8,75.4,-0.0378
2019-01-26 06:00:00,0,0,0,1024.0,75.5,-0.0378
2019-01-26 06:15:00,0,0,0,1024.1,75.6,-0.0378
2019-01-26 06:30:00,0,0,0,1024.3,75.6,-0.0378
2019-01-26 06:45:00,0,0,0,1024.7,75.7,-0.0378
2019-01-26 07:00:00,0,0,0,1024.9,75.8,-0.0357
2019-01-26 07:15:00,0,0,0,1024.9,75.8,-0.0315
2019-01-26 07:30:00,0,0,0,1025.3,75.8,0.115101
2019-01-26 07:45:00,0,0,0,1025.3,75.8,0.379407
2019-01-26 08:00:00,0,0,31,1025.5,75.9,0.754551
2019-01-26 08:15:00,43,0,48,1025.7,76.0,1.0124625
2019-01-26 08:30:00,58,0,63,1025.9,76.0,1.4387625
2019-01-26 08:45:00,86,0,93,1026.0,76.0,1.671096
2019-01-26 09:00:00,279,0,143,1026.2,76.1,1.8650625
2019-01-26 09:15:00,368,0,156,1026.6,76.0,2.024925
2019-01-26 09:30:00,424,0,159,1026.5,75.9,2.4874605
2019-01-26 09:45:00,485,0,173,1026.7,75.8,3.1524885
2019-01-26 10:00:00,542,0,192,1027.0,75.6,3.96459
2019-01-26 10:15:00,612,0,201,1026.9,75.2,5.026077
2019-01-26 10:30:00,632,0,216,1027.0,74.7,4.6104345
2019-01-26 10:45:00,650,0,230,1027.0,74.0,4.64667
2019-01-26 11:00:00,736,0,232,1027.1,73.1,4.054113
2019-01-26 11:15:00,765,0,171,1026.8,72.6,4.297104
2019-01-26 11:30:00,738,0,267,1026.6,72.1,4.876872
2019-01-26 11:45:00,772,0,228,1026.6,71.6,5.4459825
2019-01-26 12:00:00,719,0,283,1026.5,70.9,5.904255
2019-01-26 12:15:00,761,0,229,1026.2,69.8,5.188071
2019-01-26 12:30:00,746,0,222,1026.0,68.0,5.5355055
2019-01-26 12:45:00,758,0,221,1026.0,66.2,5.209386
2019-01-26 13:00:00,766,0,218,1025.8,64.9,4.527306
2019-01-26 13:15:00,683,0,208,1025.6,63.4,4.3503915
2019-01-26 13:30:00,706,0,202,1025.5,63.4,4.753245
2019-01-26 13:45:00,650,0,187,1025.5,63.0,5.1390465
2019-01-26 14:00:00,624,0,162,1025.3,61.6,5.3649855
2019-01-26 14:15:00,690,0,148,1025.0,59.3,4.838505
2019-01-26 14:30:00,627,0,140,1025.2,61.3,5.0793645
2019-01-26 14:45:00,566,0,137,1025.2,61.4,3.9624585
2019-01-26 15:00:00,511,0,129,1025.2,60.5,3.5659995
2019-01-26 15:15:00,459,0,118,1025.2,61.1,3.0501765
2019-01-26 15:30:00,367,0,101,1025.1,61.0,3.2505375
2019-01-26 15:45:00,341,0,95,1025.1,61.8,3.0373875
2019-01-26 16:00:00,283,0,80,1025.0,60.9,2.118711
2019-01-26 16:15:00,213,0,70,1024.9,59.6,1.530417
2019-01-26 16:30:00,132,0,47,1025.0,59.9,1.0636185
2019-01-26 16:45:00,93,0,38,1025.0,59.7,0.38367
2019-01-26 17:00:00,34,0,0,1025.1,61.0,0.1385475
2019-01-26 17:15:00,0,0,0,1025.2,62.9,0.0149205
2019-01-26 17:30:00,0,0,0,1025.2,63.7,-0.063
2019-01-26 17:45:00,0,0,0,1025.5,63.7,-0.0378
2019-01-26 18:00:00,0,0,0,1025.6,64.3,-0.0357
2019-01-26 18:15:00,0,0,0,1025.6,65.1,-0.0378
2019-01-26 18:30:00,0,0,0,1025.7,63.1,-0.0378
2019-01-26 18:45:00,0,0,0,1025.7,62.9,-0.0378
2019-01-26 19:00:00,0,0,0,1025.8,62.4,-0.0378
2019-01-26 19:15:00,0,0,0,1025.8,63.5,-0.0378
2019-01-26 19:30:00,0,0,0,1025.8,62.9,-0.0378
2019-01-26 19:45:00,0,0,0,1025.6,62.0,-0.0357
2019-01-26 20:00:00,0,0,0,1025.8,61.5,-0.0378
2019-01-26 20:15:00,0,0,0,1026.0,64.1,-0.0357
2019-01-26 20:30:00,0,0,0,1026.1,65.9,-0.0378
2019-01-26 20:45:00,0,0,0,1026.5,65.7,-0.0357
2019-01-26 21:00:00,0,0,0,1026.6,66.2,-0.0378
2019-01-26 21:15:00,0,0,0,1026.6,66.6,-0.0336
2019-01-26 21:30:00,0,0,0,1026.8,66.5,-0.0336
2019-01-26 21:45:00,0,0,0,1027.0,65.8,-0.0336
2019-01-26 22:00:00,0,0,0,1027.1,66.2,-0.0378
2019-01-26 22:15:00,0,0,0,1027.0,66.8,-0.0378
2019-01-26 22:30:00,0,0,0,1026.9,64.7,-0.0378
2019-01-26 22:45:00,0,0,0,1027.1,64.7,-0.0378
2019-01-26 23:00:00,0,0,0,1027.0,65.5,-0.0378
2019-01-26 23:15:00,0,0,0,1027.1,67.1,-0.0378
2019-01-26 23:30:00,0,0,0,1027.0,68.0,-0.0378
2019-01-26 23:45:00,0,0,0,1027.0,67.1,-0.0378
2019-01-27 00:00:00,0,0,0,1026.9,68.0,-0.0357
2019-01-27 00:15:00,0,0,0,1027.1,69.0,-0.0378
2019-01-27 00:30:00,0,0,0,1027.1,68.4,-0.0357
2019-01-27 00:45:00,0,0,0,1027.0,68.6,-0.0378
2019-01-27 01:00:00,0,0,0,1027.2,69.4,-0.0378
2019-01-27 01:15:00,0,0,0,1027.1,70.3,-0.0378
2019-01-27 01:30:00,0,0,0,1027.0,70.7,-0.0378
2019-01-27 01:45:00,0,0,0,1027.0,71.0,-0.0378
2019-01-27 02:00:00,0,0,0,1027.0,71.2,-0.0357
2019-01-27 02:15:00,0,0,0,1026.7,71.4,-0.0378
2019-01-27 02:30:00,0,0,0,1026.6,71.6,-0.0357
2019-01-27 02:45:00,0,0,0,1026.5,72.0,-0.0378
2019-01-27 03:00:00,0,0,0,1026.4,72.4,-0.0357
2019-01-27 03:15:00,0,0,0,1026.0,72.7,-0.0357
2019-01-27 03:30:00,0,0,0,1025.8,73.1,-0.0357
2019-01-27 03:45:00,0,0,0,1025.6,73.4,-0.0378
2019-01-27 04:00:00,0,0,0,1025.6,73.7,-0.0378
2019-01-27 04:15:00,0,0,0,1025.4,74.1,-0.0336
2019-01-27 04:30:00,0,0,0,1025.1,74.3,-0.0378
2019-01-27 04:45:00,0,0,0,1025.2,74.5,-0.0357
2019-01-27 05:00:00,0,0,0,1025.2,74.6,-0.0378
2019-01-27 05:15:00,0,0,0,1024.9,74.7,-0.0378
2019-01-27 05:30:00,0,0,0,1025.1,74.9,-0.0357
2019-01-27 05:45:00,0,0,0,1024.8,75.0,-0.0378
2019-01-27 06:00:00,0,0,0,1024.9,75.1,-0.0378
2019-01-27 06:15:00,0,0,0,1024.9,75.3,-0.0378
2019-01-27 06:30:00,0,0,0,1025.2,75.3,-0.0378
2019-01-27 06:45:00,0,0,0,1025.5,75.3,-0.0378
2019-01-27 07:00:00,0,0,0,1025.5,75.5,-0.0357
2019-01-27 07:15:00,0,0,0,1025.4,75.6,-0.0378
2019-01-27 07:30:00,0,0,0,1025.6,75.5,0.051156
2019-01-27 07:45:00,0,0,0,1025.6,75.5,0.319725
2019-01-27 08:00:00,41,0,43,1025.5,75.5,0.9442545
2019-01-27 08:15:00,83,0,70,1025.4,75.5,1.168062
2019-01-27 08:30:00,167,0,86,1025.3,75.5,1.504839
2019-01-27 08:45:00,202,0,104,1025.5,75.4,2.221023
2019-01-27 09:00:00,260,0,109,1025.5,75.3,3.5830515
2019-01-27 09:15:00,356,0,131,1025.6,75.1,3.798333
2019-01-27 09:30:00,457,0,161,1025.3,74.6,6.5032065
2019-01-27 09:45:00,448,0,155,1025.2,73.9,7.3344915
2019-01-27 10:00:00,549,0,226,1025.3,71.8,11.6060175
2019-01-27 10:15:00,402,0,213,1025.2,63.3,7.7480025
2019-01-27 10:30:00,468,0,196,1025.4,58.8,8.9927985
2019-01-27 10:45:00,550,0,195,1025.1,55.9,13.910169
2019-01-27 11:00:00,591,0,207,1024.8,55.6,14.093478
2019-01-27 11:15:00,750,0,273,1024.6,56.0,13.219563
2019-01-27 11:30:00,607,0,239,1024.3,55.5,21.775404
2019-01-27 11:45:00,297,0,178,1024.1,54.6,19.1430015
2019-01-27 12:00:00,361,0,222,1023.8,56.3,15.6899715
2019-01-27 12:15:00,295,0,234,1023.3,56.4,18.4140285
2019-01-27 12:30:00,509,0,246,1022.9,56.8,9.182502
2019-01-27 12:45:00,364,0,268,1022.6,56.3,8.7625965
2019-01-27 13:00:00,636,0,292,1022.0,55.1,10.000998
2019-01-27 13:15:00,529,0,257,1021.6,54.9,10.0628115
2019-01-27 13:30:00,554,0,240,1021.3,56.3,10.6468425
2019-01-27 13:45:00,368,0,211,1020.9,56.8,7.7863695
2019-01-27 14:00:00,396,0,226,1020.6,57.4,7.9526265
2019-01-27 14:15:00,541,0,214,1020.4,56.9,12.384015
2019-01-27 14:30:00,443,0,186,1020.2,56.7,19.699323
2019-01-27 14:45:00,318,0,162,1020.1,54.7,17.5784805
2019-01-27 15:00:00,348,0,198,1020.0,53.3,10.0329705
2019-01-27 15:15:00,268,0,155,1019.8,52.5,4.3972845
2019-01-27 15:30:00,181,0,146,1019.5,54.0,5.111337
2019-01-27 15:45:00,158,0,110,1019.1,51.6,2.3425185
2019-01-27 16:00:00,87,0,81,1018.9,53.9,1.4558145
2019-01-27 16:15:00,75,0,72,1018.4,53.9,1.0891965
2019-01-27 16:30:00,54,0,55,1018.2,54.2,1.125432
2019-01-27 16:45:00,41,0,38,1018.5,54.8,0.6032145
2019-01-27 17:00:00,0,0,0,1018.6,55.5,0.2877525
2019-01-27 17:15:00,0,0,0,1018.5,56.7,0.0063945
2019-01-27 17:30:00,0,0,0,1018.2,58.6,-0.0504
2019-01-27 17:45:00,0,0,0,1018.2,58.8,-0.0378
2019-01-27 18:00:00,0,0,0,1018.2,59.3,-0.0378
2019-01-27 18:15:00,0,0,0,1018.3,60.5,-0.0378
2019-01-27 18:30:00,0,0,0,1018.2,59.3,-0.0378
2019-01-27 18:45:00,0,0,0,1018.1,58.9,-0.0378
2019-01-27 19:00:00,0,0,0,1018.1,61.8,-0.0357
2019-01-27 19:15:00,0,0,0,1017.9,61.6,-0.0357
2019-01-27 19:30:00,0,0,0,1017.9,60.7,-0.0378
2019-01-27 19:45:00,0,0,0,1017.9,60.7,-0.0378
2019-01-27 20:00:00,0,0,0,1017.7,62.6,-0.0378
2019-01-27 20:15:00,0,0,0,1017.5,62.5,-0.0378
2019-01-27 20:30:00,0,0,0,1017.5,63.1,-0.0378
2019-01-27 20:45:00,0,0,0,1017.4,63.2,-0.0357
2019-01-27 21:00:00,0,0,0,1017.3,63.2,-0.0378
2019-01-27 21:15:00,0,0,0,1017.5,63.5,-0.0378
2019-01-27 21:30:00,0,0,0,1017.7,64.2,-0.0357
2019-01-27 21:45:00,0,0,0,1018.2,61.5,-0.0378
2019-01-27 22:00:00,0,0,0,1018.7,55.8,-0.0378
2019-01-27 22:15:00,0,0,0,1018.9,56.5,-0.0378
2019-01-27 22:30:00,0,0,0,1019.2,59.0,-0.0357
2019-01-27 22:45:00,0,0,0,1019.7,57.4,-0.0378
2019-01-27 23:00:00,0,0,0,1020.1,54.6,-0.0378
2019-01-27 23:15:00,0,0,0,1020.4,54.7,-0.0378
2019-01-27 23:30:00,0,0,0,1020.9,66.2,-0.0378
2019-01-27 23:45:00,0,0,0,1020.9,67.9,-0.0378
2019-01-28 00:00:00,0,0,0,1021.1,68.7,-0.0336
2019-01-28 00:15:00,0,0,0,1021.5,69.3,-0.0378
2019-01-28 00:30:00,0,0,0,1021.8,69.7,-0.0378
2019-01-28 00:45:00,0,0,0,1022.0,69.8,-0.0378
2019-01-28 01:00:00,0,0,0,1022.1,70.0,-0.0378
2019-01-28 01:15:00,0,0,0,1022.3,69.9,-0.0378
2019-01-28 01:30:00,0,0,0,1022.3,69.7,-0.0378
2019-01-28 01:45:00,0,0,0,1022.9,70.0,-0.0378
2019-01-28 02:00:00,0,0,0,1023.2,70.2,-0.0378
2019-01-28 02:15:00,0,0,0,1023.3,70.3,-0.0357
2019-01-28 02:30:00,0,0,0,1023.4,70.5,-0.0378
2019-01-28 02:45:00,0,0,0,1023.4,70.6,-0.0378
2019-01-28 03:00:00,0,0,0,1023.3,70.5,-0.0378
2019-01-28 03:15:00,0,0,0,1023.5,67.4,-0.0378
2019-01-28 03:30:00,0,0,0,1023.4,63.6,-0.0378
2019-01-28 03:45:00,0,0,0,1023.3,52.7,-0.0378
2019-01-28 04:00:00,0,0,0,1023.3,51.0,-0.0357
2019-01-28 04:15:00,0,0,0,1023.4,50.5,-0.0357
2019-01-28 04:30:00,0,0,0,1023.5,53.1,-0.0378
2019-01-28 04:45:00,0,0,0,1023.7,54.5,-0.0378
2019-01-28 05:00:00,0,0,0,1023.7,55.5,-0.0378
2019-01-28 05:15:00,0,0,0,1023.8,55.7,-0.0378
2019-01-28 05:30:00,0,0,0,1024.1,55.9,-0.0378
2019-01-28 05:45:00,0,0,0,1024.2,57.0,-0.0378
2019-01-28 06:00:00,0,0,0,1024.5,55.1,-0.0378
2019-01-28 06:15:00,0,0,0,1024.8,53.6,-0.0378
2019-01-28 06:30:00,0,0,0,1025.1,50.3,-0.0378
2019-01-28 06:45:00,0,0,0,1025.6,51.1,-0.0378
2019-01-28 07:00:00,0,0,0,1025.8,53.1,-0.0378
2019-01-28 07:15:00,0,0,0,1026.2,48.9,-0.0105
2019-01-28 07:30:00,34,0,0,1026.7,48.8,0.1044435
2019-01-28 07:45:00,92,0,0,1026.9,49.9,0.4113795
2019-01-28 08:00:00,224,0,41,1027.1,45.0,0.788655
2019-01-28 08:15:00,312,0,48,1027.3,44.9,1.1872455
2019-01-28 08:30:00,393,0,45,1027.9,44.4,1.6604385
2019-01-28 08:45:00,462,0,59,1028.3,42.2,1.96098
2019-01-28 09:00:00,500,0,59,1028.7,43.9,2.4448305
2019-01-28 09:15:00,575,0,35,1029.0,38.2,3.0075465
2019-01-28 09:30:00,585,0,64,1029.2,34.0,3.180198
2019-01-28 09:45:00,618,0,88,1029.5,35.3,3.585183
2019-01-28 10:00:00,678,0,0,1029.7,37.3,3.210039
2019-01-28 10:15:00,761,0,46,1030.0,33.0,3.440241
2019-01-28 10:30:00,811,0,0,1029.8,33.5,4.407942
2019-01-28 10:45:00,873,0,0,1030.3,37.8,4.996236
2019-01-28 11:00:00,907,0,0,1030.2,35.3,5.0026305
2019-01-28 11:15:00,940,41,0,1030.2,35.5,3.461556
2019-01-28 11:30:00,960,0,0,1030.1,34.6,4.1201895
2019-01-28 11:45:00,983,0,0,1030.1,35.2,1.9503225
2019-01-28 12:00:00,983,0,0,1030.3,33.3,2.276442
2019-01-28 12:15:00,998,35,0,1030.0,33.0,2.7006105
2019-01-28 12:30:00,996,0,0,1030.0,34.7,2.7347145
2019-01-28 12:45:00,1005,0,0,1029.7,30.1,2.5897725
2019-01-28 13:00:00,987,0,0,1029.5,31.7,2.267916
2019-01-28 13:15:00,978,38,0,1029.5,30.2,2.1506835
2019-01-28 13:30:00,936,0,0,1029.8,32.9,1.8224325
2019-01-28 13:45:00,909,0,0,1030.0,32.3,1.5837045
2019-01-28 14:00:00,886,38,0,1030.0,32.5,1.4984445
2019-01-28 14:15:00,855,0,0,1029.9,30.9,1.104117
2019-01-28 14:30:00,809,0,0,1029.9,32.9,1.142484
2019-01-28 14:45:00,755,0,0,1030.0,31.7,0.9485175
2019-01-28 15:00:00,701,0,0,1030.1,36.1,1.692411
2019-01-28 15:15:00,640,37,0,1030.4,33.7,1.342845
2019-01-28 15:30:00,561,0,0,1030.5,34.2,0.80997
2019-01-28 15:45:00,507,0,0,1030.5,34.2,0.2323335
2019-01-28 16:00:00,435,0,0,1030.5,34.0,0.2024925
2019-01-28 16:15:00,355,35,0,1030.7,34.9,0.1385475
2019-01-28 16:30:00,269,0,0,1030.6,35.7,0.6373185
2019-01-28 16:45:00,181,0,0,1030.8,36.5,0.4263
2019-01-28 17:00:00,89,33,0,1030.9,36.6,0.2280705
2019-01-28 17:15:00,0,0,0,1030.8,37.3,0.0
2019-01-28 17:30:00,0,0,0,1031.0,36.9,-0.0483
2019-01-28 17:45:00,0,0,0,1031.0,37.2,-0.0378
2019-01-28 18:00:00,0,0,0,1030.9,38.3,-0.0378
2019-01-28 18:15:00,0,0,0,1031.0,39.9,-0.0378
2019-01-28 18:30:00,0,0,0,1031.2,42.0,-0.0378
2019-01-28 18:45:00,0,0,0,1031.3,42.7,-0.0357
2019-01-28 19:00:00,0,0,0,1031.2,43.2,-0.0378
2019-01-28 19:15:00,0,0,0,1031.1,43.8,-0.0378
2019-01-28 19:30:00,0,0,0,1031.1,43.8,-0.0378
2019-01-28 19:45:00,0,0,0,1031.0,43.4,-0.0357
2019-01-28 20:00:00,0,0,0,1030.7,41.0,-0.0357
2019-01-28 20:15:00,0,0,0,1031.0,42.7,-0.0378
2019-01-28 20:30:00,0,34,0,1031.1,43.9,-0.0378
2019-01-28 20:45:00,0,38,0,1030.8,43.2,-0.0378
2019-01-28 21:00:00,0,31,0,1031.1,42.1,-0.0378
2019-01-28 21:15:00,0,0,0,1030.8,44.0,-0.0378
2019-01-28 21:30:00,0,0,0,1030.8,45.5,-0.0378
2019-01-28 21:45:00,0,0,0,1030.7,49.1,-0.0357
2019-01-28 22:00:00,0,0,0,1030.5,47.8,-0.0378
2019-01-28 22:15:00,0,36,0,1030.5,46.5,-0.0378
2019-01-28 22:30:00,0,0,0,1030.5,45.8,-0.0378
2019-01-28 22:45:00,0,0,0,1030.1,46.9,-0.0378
2019-01-28 23:00:00,0,0,0,1030.2,50.9,-0.0378
2019-01-28 23:15:00,0,0,0,1029.9,47.7,-0.0378
2019-01-28 23:30:00,0,0,0,1029.9,57.1,-0.0378
2019-01-28 23:45:00,0,0,0,1029.6,58.0,-0.0378
2019-01-29 00:00:00,0,0,0,1029.5,55.9,-0.0378
2019-01-29 00:15:00,0,0,0,1029.4,55.5,-0.0378
2019-01-29 00:30:00,0,0,0,1029.2,53.9,-0.0378
2019-01-29 00:45:00,0,0,0,1029.2,56.3,-0.0378
2019-01-29 01:00:00,0,0,0,1029.1,60.9,-0.0378
2019-01-29 01:15:00,0,0,0,1028.9,61.0,-0.0378
2019-01-29 01:30:00,0,0,0,1028.7,61.0,-0.0378
2019-01-29 01:45:00,0,0,0,1028.5,60.6,-0.0378
2019-01-29 02:00:00,0,0,0,1028.5,60.9,-0.0378
2019-01-29 02:15:00,0,0,0,1028.4,60.0,-0.0378
2019-01-29 02:30:00,0,0,0,1028.1,59.7,-0.0378
2019-01-29 02:45:00,0,0,0,1028.0,58.7,-0.0378
2019-01-29 03:00:00,0,0,0,1027.7,58.9,-0.0336
2019-01-29 03:15:00,0,0,0,1027.7,59.3,-0.0378
2019-01-29 03:30:00,0,0,0,1027.6,58.9,-0.0357
2019-01-29 03:45:00,0,0,0,1027.2,57.0,-0.0378
2019-01-29 04:00:00,0,0,0,1027.0,55.7,-0.0378
2019-01-29 04:15:00,0,0,0,1026.7,54.8,-0.0378
2019-01-29 04:30:00,0,0,0,1026.5,49.4,-0.0378
2019-01-29 04:45:00,0,0,0,1026.1,50.5,-0.0378
2019-01-29 05:00:00,0,0,0,1025.9,51.5,-0.0378
2019-01-29 05:15:00,0,0,0,1025.8,51.2,-0.0378
2019-01-29 05:30:00,0,0,0,1025.7,54.2,-0.0378
2019-01-29 05:45:00,0,0,0,1025.5,54.7,-0.0378
2019-01-29 06:00:00,0,0,0,1025.3,54.7,-0.0378
2019-01-29 06:15:00,0,32,0,1025.2,54.7,-0.0378
2019-01-29 06:30:00,0,0,0,1025.2,55.7,-0.0378
2019-01-29 06:45:00,0,0,0,1025.1,56.9,-0.0378
2019-01-29 07:00:00,0,0,0,1025.1,58.2,-0.0378
2019-01-29 07:15:00,0,30,0,1025.1,58.8,-0.0021
2019-01-29 07:30:00,34,0,0,1025.4,58.1,0.2152815
2019-01-29 07:45:00,96,33,0,1025.4,58.1,0.622398
2019-01-29 08:00:00,170,0,0,1025.4,56.9,0.971964
2019-01-29 08:15:00,263,0,0,1025.3,55.1,1.6135455
2019-01-29 08:30:00,342,0,0,1025.5,52.8,1.573047
2019-01-29 08:45:00,416,0,0,1025.6,51.6,1.070013
2019-01-29 09:00:00,488,36,0,1025.5,50.1,1.700937
2019-01-29 09:15:00,553,0,0,1025.6,50.2,3.555342
2019-01-29 09:30:00,607,0,0,1025.6,50.8,3.158883
2019-01-29 09:45:00,567,0,0,1025.4,49.9,3.19725
2019-01-29 10:00:00,710,0,0,1025.4,50.0,3.2675895
2019-01-29 10:15:00,755,0,0,1025.3,51.0,3.2675895
2019-01-29 10:30:00,796,0,0,1025.4,50.0,3.2462745
2019-01-29 10:45:00,823,43,0,1025.3,49.8,3.192987
2019-01-29 11:00:00,851,0,0,1025.3,48.3,3.2633265
2019-01-29 11:15:00,878,0,0,1025.1,48.6,3.265458
2019-01-29 11:30:00,897,0,0,1024.9,47.0,3.261195
2019-01-29 11:45:00,904,0,0,1024.5,45.3,3.2675895
2019-01-29 12:00:00,910,0,0,1024.1,44.1,3.2675895
2019-01-29 12:15:00,909,45,0,1024.0,43.6,3.265458
2019-01-29 12:30:00,901,0,0,1023.6,44.3,3.265458
2019-01-29 12:45:00,881,0,0,1023.3,42.8,3.265458
2019-01-29 13:00:00,859,0,0,1022.9,44.9,3.265458
2019-01-29 13:15:00,856,0,0,1022.4,55.1,3.265458
2019-01-29 13:30:00,828,0,0,1022.3,55.4,3.265458
2019-01-29 13:45:00,786,57,0,1021.9,54.1,3.2675895
2019-01-29 14:00:00,764,31,0,1021.8,55.1,3.2675895
2019-01-29 14:15:00,733,0,0,1021.5,55.1,3.265458
2019-01-29 14:30:00,689,0,0,1021.4,51.0,3.269721
2019-01-29 14:45:00,645,32,0,1021.1,50.6,3.2675895
2019-01-29 15:00:00,581,50,0,1021.0,53.2,8.4130305
2019-01-29 15:15:00,510,45,0,1020.6,50.5,14.0657685
2019-01-29 15:30:00,446,65,0,1020.5,53.6,15.095283
2019-01-29 15:45:00,383,0,0,1020.4,52.4,12.665373
2019-01-29 16:00:00,318,0,0,1020.3,54.8,10.0841265
2019-01-29 16:15:00,249,0,0,1019.9,57.9,7.6670055
2019-01-29 16:30:00,176,61,0,1019.6,59.8,2.8455525
2019-01-29 16:45:00,104,0,0,1019.5,59.3,1.8266955
2019-01-29 17:00:00,43,0,0,1019.6,60.6,0.805707
2019-01-29 17:15:00,0,0,0,1019.4,61.6,0.285621
2019-01-29 17:30:00,0,0,0,1019.5,62.3,0.0021315
2019-01-29 17:45:00,0,0,0,1019.6,62.7,-0.0483
2019-01-29 18:00:00,0,48,0,1019.9,63.6,-0.0378
2019-01-29 18:15:00,0,0,0,1019.6,64.1,-0.0378
2019-01-29 18:30:00,0,51,0,1019.6,64.0,-0.0357
2019-01-29 18:45:00,0,0,0,1019.4,64.8,-0.0357
2019-01-29 19:00:00,0,0,0,1019.6,64.7,-0.0378
