date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Power (MW)
2019-01-12 10:45:00,42.35,30.56,24.04,-6.5,866.43,8.7801
2019-01-12 11:00:00,80.25,57.9,47.31,-5.58,866.4,10.7394
2019-01-12 11:15:00,84.99,61.32,44.2,-5.47,866.55,12.714099
2019-01-12 11:30:00,89.77,64.77,50.4,-5.39,866.55,13.234668
2019-01-12 11:45:00,104.95,75.72,55.98,-5.33,866.54,18.772366
2019-01-12 12:00:00,117.93,85.09,64.13,-4.99,866.55,16.832666
2019-01-12 12:15:00,146.35,105.59,84.2,-4.87,866.51,18.370565
2019-01-12 12:30:00,133.42,96.26,73.25,-4.7,866.49,26.404234
2019-01-12 12:45:00,253.32,182.77,156.32,-4.45,866.37,42.173367
2019-01-12 13:00:00,376.91,271.94,260.01,-3.25,866.06,67.67693
2019-01-12 13:15:00,355.47,256.47,249.92,-2.38,865.66,63.138832
2019-01-12 13:30:00,301.81,217.75,210.92,-2.11,865.33,56.838367
2019-01-12 13:45:00,298.51,215.38,203.16,-2.3,865.19,55.4827
2019-01-12 14:00:00,252.48,182.16,155.97,-1.76,865.19,49.475765
2019-01-12 14:15:00,354.91,256.07,224.53,-1.14,864.93,50.96047
2019-01-12 14:30:00,344.23,248.36,217.95,-0.98,864.63,50.636833
2019-01-12 14:45:00,278.01,200.58,166.02,-0.64,864.45,40.3396
2019-01-12 15:00:00,273.51,197.34,158.61,-0.59,864.42,37.700363
2019-01-12 15:15:00,265.16,191.31,149.87,-0.28,864.38,33.918034
2019-01-12 15:30:00,236.19,170.41,131.06,-0.7,864.17,31.895266
2019-01-12 15:45:00,213.02,153.69,113.2,-0.47,864.18,25.316898
2019-01-12 16:00:00,170.07,122.7,89.67,-0.53,864.16,20.515833
2019-01-12 16:15:00,155.63,112.28,83.02,-0.71,864.27,20.121035
2019-01-12 16:30:00,154.73,111.64,85.26,-0.57,864.28,20.084167
2019-01-12 16:45:00,147.63,106.51,82.51,-0.44,864.34,20.5086
2019-01-12 17:00:00,147.37,106.33,78.51,-0.53,864.47,19.3676
2019-01-12 17:15:00,136.33,98.36,71.95,-0.56,864.56,17.159332
2019-01-12 17:30:00,121.67,87.79,63.4,-0.93,864.72,14.145832
2019-01-12 17:45:00,97.35,70.24,51.01,-1.08,864.82,11.2679
2019-01-12 18:00:00,82.39,59.45,42.88,-0.87,865.01,9.092067
2019-01-12 18:15:00,61.85,44.62,31.81,-1.01,865.24,6.522833
2019-01-12 18:30:00,43.87,31.65,22.97,-1.1,865.33,4.509867
2019-01-12 18:45:00,30.64,22.11,15.72,-1.25,865.53,3.109633
2019-01-12 19:00:00,19.76,14.26,9.7,-1.49,865.66,1.753733
2019-01-12 19:15:00,8.63,6.23,4.04,-1.74,865.84,0.5355
2019-01-12 19:30:00,0.21,0.15,0.0,-2.08,866.06,0.2058
2019-01-12 19:45:00,0.0,0.0,0.0,-2.34,866.35,0.271833
2019-01-12 20:00:00,0.0,0.0,0.0,-2.55,866.55,0.269267
2019-01-12 20:15:00,0.0,0.0,0.0,-3.23,866.82,0.276267
2019-01-12 20:30:00,0.0,0.0,0.0,-4.01,866.97,0.276267
2019-01-12 20:45:00,0.0,0.0,0.0,-4.4,867.17,0.276267
2019-01-12 21:00:00,0.0,0.0,0.0,-4.52,867.33,0.2751
2019-01-12 21:15:00,0.0,0.0,0.0,-4.8,867.51,0.2716
2019-01-12 21:30:00,0.0,0.0,0.0,-4.96,867.64,0.260633
2019-01-12 21:45:00,0.0,0.0,0.0,-4.98,867.69,0.261333
2019-01-12 22:00:00,0.0,0.0,0.0,-5.36,867.77,0.261567
2019-01-12 22:15:00,0.0,0.0,0.0,-5.27,867.7,0.2625
2019-01-12 22:30:00,0.0,0.0,0.0,-5.4,867.71,0.260633
2019-01-12 22:45:00,0.0,0.0,0.0,-5.63,867.74,0.262267
2019-01-12 23:00:00,0.0,0.0,0.0,-5.9,867.83,0.2611
2019-01-12 23:15:00,0.0,0.0,0.0,-5.86,867.83,0.2639
2019-01-12 23:30:00,0.0,0.0,0.0,-6.1,867.9,0.263433
2019-01-12 23:45:00,0.0,0.0,0.0,-6.13,867.94,0.264133
2019-01-13 00:00:00,0.0,0.0,0.0,-6.19,867.95,0.271367
2019-01-13 00:15:00,0.0,0.0,0.0,-6.42,868.02,0.268567
2019-01-13 00:30:00,0.0,0.0,0.0,-6.51,867.95,0.262267
2019-01-13 00:45:00,0.0,0.0,0.0,-6.2,867.94,0.2639
2019-01-13 01:00:00,0.0,0.0,0.0,-5.94,867.97,0.264833
2019-01-13 01:15:00,0.0,0.0,0.0,-6.25,867.96,0.270433
2019-01-13 01:30:00,0.0,0.0,0.0,-6.31,868.05,0.2688
2019-01-13 01:45:00,0.0,0.0,0.0,-6.57,868.15,0.267867
2019-01-13 02:00:00,0.0,0.0,0.0,-6.74,868.08,0.269267
2019-01-13 02:15:00,0.0,0.0,0.0,-6.96,868.14,0.262033
2019-01-13 02:30:00,0.0,0.0,0.0,-6.65,868.05,0.269033
2019-01-13 02:45:00,0.0,0.0,0.0,-6.79,868.05,0.2681
2019-01-13 03:00:00,0.0,0.0,0.0,-6.55,868.04,0.268333
2019-01-13 03:15:00,0.0,0.0,0.0,-6.54,868.08,0.272533
2019-01-13 03:30:00,0.0,0.0,0.0,-6.5,868.02,0.2695
2019-01-13 03:45:00,0.0,0.0,0.0,-6.6,868.03,0.273233
2019-01-13 04:00:00,0.0,0.0,0.0,-6.65,868.15,0.274167
2019-01-13 04:15:00,0.0,0.0,0.0,-7.22,868.28,0.270667
2019-01-13 04:30:00,0.0,0.0,0.0,-7.05,868.4,0.278833
2019-01-13 04:45:00,0.0,0.0,0.0,-7.25,868.39,0.272767
2019-01-13 05:00:00,0.0,0.0,0.0,-7.28,868.45,0.273
2019-01-13 05:15:00,0.0,0.0,0.0,-7.27,868.47,0.275567
2019-01-13 05:30:00,0.0,0.0,0.0,-7.33,868.49,0.269967
2019-01-13 05:45:00,0.0,0.0,0.0,-6.92,868.45,0.276733
2019-01-13 06:00:00,0.0,0.0,0.0,-7.63,868.34,0.272767
2019-01-13 06:15:00,0.0,0.0,0.0,-7.39,868.19,0.2772
2019-01-13 06:30:00,0.0,0.0,0.0,-7.59,868.17,0.274167
2019-01-13 06:45:00,0.0,0.0,0.0,-7.46,868.25,0.2751
2019-01-13 07:00:00,0.0,0.0,0.0,-7.51,868.16,0.274167
2019-01-13 07:15:00,0.0,0.0,0.0,-7.58,868.13,0.2723
2019-01-13 07:30:00,0.0,0.0,0.0,-7.68,868.11,0.271133
2019-01-13 07:45:00,0.0,0.0,0.0,-7.59,868.18,0.269733
2019-01-13 08:00:00,0.0,0.0,0.0,-7.58,868.24,0.267867
2019-01-13 08:15:00,0.0,0.0,0.0,-6.96,868.33,0.2681
2019-01-13 08:30:00,0.0,0.0,0.0,-7.26,868.57,0.267633
2019-01-13 08:45:00,0.0,0.0,0.0,-7.12,868.63,0.266
2019-01-13 09:00:00,0.0,0.0,0.0,-7.17,868.78,0.267867
2019-01-13 09:15:00,0.0,0.0,0.0,-7.2,868.9,0.2681
2019-01-13 09:30:00,0.0,0.0,0.0,-7.19,868.97,0.264833
2019-01-13 09:45:00,0.0,0.0,0.0,-7.17,869.05,0.2793
2019-01-13 10:00:00,0.0,0.0,0.0,-7.1,869.19,0.246167
2019-01-13 10:15:00,2.07,1.5,0.55,-7.12,869.35,0.5509
2019-01-13 10:30:00,9.4,6.78,4.48,-7.13,869.56,1.666233
2019-01-13 10:45:00,18.71,13.5,9.34,-6.98,869.72,2.504367
2019-01-13 11:00:00,24.65,17.78,12.48,-6.59,869.97,3.504433
2019-01-13 11:15:00,31.89,23.01,16.47,-6.4,870.12,4.132333
2019-01-13 11:30:00,34.3,24.75,17.67,-6.34,870.26,5.742333
2019-01-13 11:45:00,57.33,41.36,29.28,-6.13,870.44,7.9366
2019-01-13 12:00:00,77.2,55.7,40.35,-5.82,870.47,10.4258
2019-01-13 12:15:00,87.37,63.04,45.32,-5.69,870.69,11.217967
2019-01-13 12:30:00,92.46,66.71,47.81,-6.06,870.67,12.973332
2019-01-13 12:45:00,115.53,83.36,59.87,-5.72,870.89,16.1896
2019-01-13 13:00:00,135.71,97.91,71.54,-5.55,870.92,19.211966
2019-01-13 13:15:00,153.59,110.82,81.66,-5.36,870.82,21.900902
2019-01-13 13:30:00,167.3,120.71,89.46,-5.08,870.79,26.39933
2019-01-13 13:45:00,208.25,150.25,113.46,-4.97,870.54,25.872232
2019-01-13 14:00:00,187.84,135.53,101.33,-4.77,870.49,35.76953
2019-01-13 14:15:00,365.3,263.56,225.28,-4.12,870.3,63.73033
2019-01-13 14:30:00,362.15,261.29,234.62,-3.07,870.01,47.899364
2019-01-13 14:45:00,272.71,196.76,180.76,-3.2,869.71,69.6213
2019-01-13 15:00:00,510.02,367.98,363.4,-2.4,869.63,89.64853
2019-01-13 15:15:00,421.71,304.26,295.39,-1.59,869.64,73.05574
2019-01-13 15:30:00,376.66,271.76,252.08,-1.63,869.53,37.72953
2019-01-13 15:45:00,228.26,164.69,128.94,-1.81,869.61,37.578568
2019-01-13 16:00:00,200.45,144.63,109.31,-1.52,869.76,21.019365
2019-01-13 16:15:00,128.63,92.81,68.62,-1.55,869.92,15.891867
2019-01-13 16:30:00,115.24,83.15,60.08,-1.63,870.08,16.063133
2019-01-13 16:45:00,128.99,93.06,67.09,-1.62,870.3,15.672768
2019-01-13 17:00:00,101.43,73.18,53.16,-1.85,870.43,12.063799
2019-01-13 17:15:00,90.25,65.12,46.78,-1.91,870.61,11.710766
2019-01-13 17:30:00,92.31,66.6,48.02,-2.06,870.75,11.203267
2019-01-13 17:45:00,81.72,58.96,42.35,-2.13,870.95,9.7734
2019-01-13 18:00:00,74.13,53.48,38.51,-2.27,871.06,8.853833
2019-01-13 18:15:00,64.98,46.88,33.04,-2.22,871.16,7.2359
2019-01-13 18:30:00,47.77,34.46,24.82,-2.34,871.25,5.0057
2019-01-13 18:45:00,36.52,26.35,18.83,-2.29,871.28,4.036433
2019-01-13 19:00:00,29.31,21.15,14.55,-2.36,871.4,2.793233
2019-01-13 19:15:00,14.27,10.29,6.97,-2.46,871.46,0.815267
2019-01-13 19:30:00,1.63,1.18,0.45,-2.6,871.61,0.195067
2019-01-13 19:45:00,0.0,0.0,0.0,-2.72,871.8,0.273233
2019-01-13 20:00:00,0.0,0.0,0.0,-2.82,871.96,0.272067
2019-01-13 20:15:00,0.0,0.0,0.0,-2.99,872.11,0.272067
2019-01-13 20:30:00,0.0,0.0,0.0,-3.25,872.18,0.2702
2019-01-13 20:45:00,0.0,0.0,0.0,-3.31,872.34,0.2737
2019-01-13 21:00:00,0.0,0.0,0.0,-3.61,872.45,0.272767
2019-01-13 21:15:00,0.0,0.0,0.0,-3.78,872.69,0.2709
2019-01-13 21:30:00,0.0,0.0,0.0,-4.27,872.86,0.262967
2019-01-13 21:45:00,0.0,0.0,0.0,-4.54,872.93,0.261333
2019-01-13 22:00:00,0.0,0.0,0.0,-4.49,873.06,0.2611
2019-01-13 22:15:00,0.0,0.0,0.0,-4.78,873.13,0.261333
2019-01-13 22:30:00,0.0,0.0,0.0,-5.27,873.19,0.257133
2019-01-13 22:45:00,0.0,0.0,0.0,-5.28,873.22,0.2632
2019-01-13 23:00:00,0.0,0.0,0.0,-5.4,873.23,0.2618
2019-01-13 23:15:00,0.0,0.0,0.0,-5.74,873.27,0.265067
2019-01-13 23:30:00,0.0,0.0,0.0,-6.04,873.34,0.264833
2019-01-13 23:45:00,0.0,0.0,0.0,-6.01,873.29,0.263433
2019-01-14 00:00:00,0.0,0.0,0.0,-5.6,873.35,0.266233
2019-01-14 00:15:00,0.0,0.0,0.0,-6.17,873.36,0.266467
2019-01-14 00:30:00,0.0,0.0,0.0,-5.63,873.28,0.266233
2019-01-14 00:45:00,0.0,0.0,0.0,-5.51,873.24,0.2688
2019-01-14 01:00:00,0.0,0.0,0.0,-6.38,873.3,0.265533
2019-01-14 01:15:00,0.0,0.0,0.0,-7.01,873.32,0.266
2019-01-14 01:30:00,0.0,0.0,0.0,-7.33,873.38,0.2646
2019-01-14 01:45:00,0.0,0.0,0.0,-7.35,873.47,0.263433
2019-01-14 02:00:00,0.0,0.0,0.0,-7.64,873.42,0.267633
2019-01-14 02:15:00,0.0,0.0,0.0,-7.64,873.4,0.273233
2019-01-14 02:30:00,0.0,0.0,0.0,-7.42,873.44,0.276967
2019-01-14 02:45:00,0.0,0.0,0.0,-7.7,873.42,0.2737
2019-01-14 03:00:00,0.0,0.0,0.0,-7.98,873.47,0.2674
2019-01-14 03:15:00,0.0,0.0,0.0,-8.44,873.62,0.267633
2019-01-14 03:30:00,0.0,0.0,0.0,-8.76,873.54,0.2737
2019-01-14 03:45:00,0.0,0.0,0.0,-7.58,873.69,0.272767
2019-01-14 04:00:00,0.0,0.0,0.0,-8.1,873.55,0.279067
2019-01-14 04:15:00,0.0,0.0,0.0,-7.58,873.53,0.265767
2019-01-14 04:30:00,0.0,0.0,0.0,-6.14,873.61,0.2716
2019-01-14 04:45:00,0.0,0.0,0.0,-7.1,873.6,0.275567
2019-01-14 05:00:00,0.0,0.0,0.0,-8.07,873.75,0.273233
2019-01-14 05:15:00,0.0,0.0,0.0,-7.64,873.8,0.2765
2019-01-14 05:30:00,0.0,0.0,0.0,-7.27,873.78,0.275567
2019-01-14 05:45:00,0.0,0.0,0.0,-7.44,873.88,0.273933
2019-01-14 06:00:00,0.0,0.0,0.0,-8.78,873.75,0.269733
2019-01-14 06:15:00,0.0,0.0,0.0,-8.08,873.62,0.276033
2019-01-14 06:30:00,0.0,0.0,0.0,-8.16,873.57,0.2751
2019-01-14 06:45:00,0.0,0.0,0.0,-7.54,873.53,0.2716
2019-01-14 07:00:00,0.0,0.0,0.0,-7.76,873.37,0.2723
2019-01-14 07:15:00,0.0,0.0,0.0,-7.65,873.35,0.269033
2019-01-14 07:30:00,0.0,0.0,0.0,-7.63,873.32,0.267867
2019-01-14 07:45:00,0.0,0.0,0.0,-6.61,873.42,0.269733
2019-01-14 08:00:00,0.0,0.0,0.0,-5.19,873.3,0.270667
2019-01-14 08:15:00,0.0,0.0,0.0,-6.26,873.12,0.269967
2019-01-14 08:30:00,0.0,0.0,0.0,-6.16,873.31,0.269033
2019-01-14 08:45:00,0.0,0.0,0.0,-7.07,873.34,0.2653
2019-01-14 09:00:00,0.0,0.0,0.0,-8.14,873.4,0.266933
2019-01-14 09:15:00,0.0,0.0,0.0,-7.71,873.53,0.269733
2019-01-14 09:30:00,0.0,0.0,0.0,-8.57,873.54,0.276733
2019-01-14 09:45:00,0.0,0.0,0.0,-9.19,873.61,0.284667
2019-01-14 10:00:00,0.0,0.0,0.0,-8.22,873.46,0.6209
2019-01-14 10:15:00,15.6,11.26,12.77,-8.67,873.51,2.632233
2019-01-14 10:30:00,43.47,31.37,33.98,-8.49,873.4,4.931033
2019-01-14 10:45:00,79.62,57.45,69.71,-6.48,873.09,7.850499
2019-01-14 11:00:00,118.53,85.52,105.97,-5.57,872.69,16.252832
2019-01-14 11:15:00,163.73,118.13,137.9,-3.03,872.33,35.404366
2019-01-14 11:30:00,209.16,150.91,168.13,-3.14,872.05,54.89073
2019-01-14 11:45:00,250.51,180.74,195.79,-2.69,871.99,65.069664
2019-01-14 12:00:00,292.43,210.99,222.12,-3.42,871.96,72.78973
2019-01-14 12:15:00,326.37,235.47,249.16,-5.3,871.96,78.74136
2019-01-14 12:30:00,171.9,124.03,163.87,-5.16,871.96,84.0644
2019-01-14 12:45:00,382.57,276.02,195.24,-4.69,872.13,88.07284
2019-01-14 13:00:00,405.8,292.78,319.79,-3.97,872.28,92.51783
2019-01-14 13:15:00,423.13,305.29,335.72,-3.28,872.32,95.518265
2019-01-14 13:30:00,440.87,318.09,349.97,-2.76,872.25,96.80207
2019-01-14 13:45:00,458.03,330.47,360.06,-2.19,872.28,95.36846
2019-01-14 14:00:00,450.23,324.84,348.8,-1.58,872.06,92.66624
2019-01-14 14:15:00,470.68,339.6,364.38,-0.91,871.55,87.49323
2019-01-14 14:30:00,477.34,344.4,371.42,-0.47,871.0,87.5112
2019-01-14 14:45:00,482.96,348.46,376.77,0.22,870.71,87.506065
2019-01-14 15:00:00,480.09,346.39,376.43,0.84,870.52,87.54877
2019-01-14 15:15:00,478.23,345.05,374.08,0.89,870.22,89.68867
2019-01-14 15:30:00,465.15,335.61,361.45,1.11,870.07,89.64456
2019-01-14 15:45:00,450.86,325.3,351.39,0.69,869.93,89.41846
2019-01-14 16:00:00,440.67,317.94,344.3,0.42,869.69,87.64654
2019-01-14 16:15:00,424.93,306.58,330.75,1.93,869.57,84.08073
2019-01-14 16:30:00,400.4,288.89,308.76,2.1,869.45,79.55826
2019-01-14 16:45:00,374.85,270.46,287.36,1.77,869.4,74.366135
2019-01-14 17:00:00,347.73,250.89,263.55,1.95,869.29,68.901695
2019-01-14 17:15:00,315.63,227.73,236.08,2.64,869.11,62.352966
2019-01-14 17:30:00,281.99,203.45,207.76,2.26,869.07,55.6535
2019-01-14 17:45:00,251.89,181.74,183.25,2.52,868.92,48.188465
2019-01-14 18:00:00,216.21,156.0,156.43,3.11,868.77,39.196266
2019-01-14 18:15:00,177.44,128.02,128.37,3.06,868.86,24.724232
2019-01-14 18:30:00,135.02,97.42,96.03,2.41,868.77,12.211499
2019-01-14 18:45:00,98.67,71.19,69.84,2.15,868.7,6.708566
2019-01-14 19:00:00,63.49,45.81,44.4,1.71,868.7,5.201
2019-01-14 19:15:00,32.19,23.23,21.28,0.88,868.98,2.452333
2019-01-14 19:30:00,7.6,5.48,4.45,-0.15,869.15,0.3066
2019-01-14 19:45:00,0.0,0.0,0.0,-0.89,869.43,0.259233
2019-01-14 20:00:00,0.0,0.0,0.0,-1.57,869.54,0.257367
2019-01-14 20:15:00,0.0,0.0,0.0,-1.96,869.65,0.258067
2019-01-14 20:30:00,0.0,0.0,0.0,-2.33,869.75,0.262967
2019-01-14 20:45:00,0.0,0.0,0.0,-2.72,869.88,0.264833
2019-01-14 21:00:00,0.0,0.0,0.0,-3.77,869.98,0.266233
2019-01-14 21:15:00,0.0,0.0,0.0,-2.89,869.97,0.2695
2019-01-14 21:30:00,0.0,0.0,0.0,-3.26,869.9,0.2541
2019-01-14 21:45:00,0.0,0.0,0.0,-3.6,869.84,0.2499
2019-01-14 22:00:00,0.0,0.0,0.0,-3.54,869.84,0.252933
2019-01-14 22:15:00,0.0,0.0,0.0,-3.72,869.79,0.256433
2019-01-14 22:30:00,0.0,0.0,0.0,-4.23,869.7,0.2597
2019-01-14 22:45:00,0.0,0.0,0.0,-4.63,869.62,0.255733
2019-01-14 23:00:00,0.0,0.0,0.0,-4.52,869.74,0.255967
2019-01-14 23:15:00,0.0,0.0,0.0,-5.0,869.65,0.2534
2019-01-14 23:30:00,0.0,0.0,0.0,-5.65,869.68,0.2569
2019-01-14 23:45:00,0.0,0.0,0.0,-5.76,869.7,0.261567
2019-01-15 00:00:00,0.0,0.0,0.0,-5.84,869.83,0.264133
2019-01-15 00:15:00,0.0,0.0,0.0,-5.69,869.86,0.2604
2019-01-15 00:30:00,0.0,0.0,0.0,-6.14,870.04,0.2611
2019-01-15 00:45:00,0.0,0.0,0.0,-6.7,870.27,0.2618
2019-01-15 01:00:00,0.0,0.0,0.0,-6.33,870.51,0.262967
2019-01-15 01:15:00,0.0,0.0,0.0,-6.81,870.84,0.262967
2019-01-15 01:30:00,0.0,0.0,0.0,-6.84,871.01,0.2667
2019-01-15 01:45:00,0.0,0.0,0.0,-6.5,870.78,0.268333
2019-01-15 02:00:00,0.0,0.0,0.0,-6.67,870.56,0.263433
2019-01-15 02:15:00,0.0,0.0,0.0,-7.06,870.51,0.2688
2019-01-15 02:30:00,0.0,0.0,0.0,-7.66,870.35,0.2674
2019-01-15 02:45:00,0.0,0.0,0.0,-8.04,870.26,0.264133
2019-01-15 03:00:00,0.0,0.0,0.0,-8.77,869.92,0.263667
2019-01-15 03:15:00,0.0,0.0,0.0,-9.5,869.67,0.273
2019-01-15 03:30:00,0.0,0.0,0.0,-9.28,869.41,0.271833
2019-01-15 03:45:00,0.0,0.0,0.0,-9.3,869.55,0.268567
2019-01-15 04:00:00,0.0,0.0,0.0,-9.54,869.63,0.273
2019-01-15 04:15:00,0.0,0.0,0.0,-9.71,869.51,0.268567
2019-01-15 04:30:00,0.0,0.0,0.0,-9.62,869.59,0.272067
2019-01-15 04:45:00,0.0,0.0,0.0,-9.59,870.09,0.269033
2019-01-15 05:00:00,0.0,0.0,0.0,-9.62,870.38,0.275567
2019-01-15 05:15:00,0.0,0.0,0.0,-9.53,870.29,0.269267
2019-01-15 05:30:00,0.0,0.0,0.0,-10.14,870.14,0.276967
2019-01-15 05:45:00,0.0,0.0,0.0,-10.23,869.75,0.272067
2019-01-15 06:00:00,0.0,0.0,0.0,-9.98,869.51,0.2751
2019-01-15 06:15:00,0.0,0.0,0.0,-9.8,868.95,0.268333
2019-01-15 06:30:00,0.0,0.0,0.0,-10.0,868.68,0.273233
2019-01-15 06:45:00,0.0,0.0,0.0,-10.1,868.54,0.270667
2019-01-15 07:00:00,0.0,0.0,0.0,-9.26,868.2,0.2653
2019-01-15 07:15:00,0.0,0.0,0.0,-8.15,867.95,0.268333
2019-01-15 07:30:00,0.0,0.0,0.0,-8.82,867.63,0.2681
2019-01-15 07:45:00,0.0,0.0,0.0,-9.35,867.71,0.264367
2019-01-15 08:00:00,0.0,0.0,0.0,-9.9,867.96,0.268567
2019-01-15 08:15:00,0.0,0.0,0.0,-9.84,867.81,0.2695
2019-01-15 08:30:00,0.0,0.0,0.0,-9.89,867.73,0.267867
2019-01-15 08:45:00,0.0,0.0,0.0,-9.91,867.78,0.262033
2019-01-15 09:00:00,0.0,0.0,0.0,-10.06,868.19,0.269267
2019-01-15 09:15:00,0.0,0.0,0.0,-9.63,868.39,0.266467
2019-01-15 09:30:00,0.0,0.0,0.0,-9.36,868.62,0.273233
2019-01-15 09:45:00,0.0,0.0,0.0,-8.66,868.5,0.293533
2019-01-15 10:00:00,0.0,0.0,0.0,-9.34,868.44,0.2555
2019-01-15 10:15:00,6.64,4.79,2.94,-11.56,868.45,1.7619
2019-01-15 10:30:00,23.19,16.73,12.36,-11.35,868.4,4.129767
2019-01-15 10:45:00,42.05,30.34,23.51,-10.95,868.37,8.1277
2019-01-15 11:00:00,69.57,50.2,40.11,-9.64,868.32,13.503468
2019-01-15 11:15:00,105.3,75.97,65.77,-8.0,868.44,19.413567
2019-01-15 11:30:00,141.11,101.81,91.71,-6.81,868.49,28.185732
2019-01-15 11:45:00,174.65,126.01,110.68,-6.3,868.63,32.911198
2019-01-15 12:00:00,188.27,135.83,113.32,-6.35,868.58,32.7656
2019-01-15 12:15:00,206.33,148.86,123.77,-6.47,868.76,29.250435
2019-01-15 12:30:00,191.95,138.49,110.39,-6.23,868.92,33.803234
2019-01-15 12:45:00,206.79,149.2,114.17,-6.11,869.05,28.9492
2019-01-15 13:00:00,234.87,169.46,142.82,-6.34,869.14,37.19613
2019-01-15 13:15:00,204.47,147.52,133.49,-5.92,868.78,52.8724
2019-01-15 13:30:00,298.43,215.31,208.57,-5.11,868.47,68.1576
2019-01-15 13:45:00,330.2,238.24,237.96,-4.61,867.99,78.53346
2019-01-15 14:00:00,427.47,308.42,315.77,-3.84,867.5,83.50533
2019-01-15 14:15:00,455.77,328.84,344.95,-3.09,866.92,93.44603
2019-01-15 14:30:00,477.24,344.33,364.09,-2.49,866.41,87.497665
2019-01-15 14:45:00,447.34,322.76,341.78,-2.44,866.21,84.62627
2019-01-15 15:00:00,447.93,323.18,344.36,-2.58,866.12,85.30222
2019-01-15 15:15:00,475.04,342.74,367.83,-1.62,865.77,84.84233
2019-01-15 15:30:00,477.54,344.55,363.49,-0.95,865.42,72.415695
2019-01-15 15:45:00,337.68,243.64,235.28,-1.02,865.05,70.347664
2019-01-15 16:00:00,508.45,366.84,359.17,-0.14,864.8,49.068367
2019-01-15 16:15:00,252.41,182.12,147.65,-1.02,864.69,45.1472
2019-01-15 16:30:00,376.61,271.72,239.02,-0.69,864.61,55.7746
2019-01-15 16:45:00,260.48,187.94,158.52,-0.05,864.68,26.179766
2019-01-15 17:00:00,162.17,117.0,85.67,-1.13,864.76,22.023634
2019-01-15 17:15:00,155.79,112.4,83.64,-0.86,864.52,31.545263
2019-01-15 17:30:00,238.97,172.41,151.04,-0.58,864.31,40.351032
2019-01-15 17:45:00,291.31,210.18,197.77,-0.9,864.6,46.751835
2019-01-15 18:00:00,168.44,121.53,108.5,-0.29,864.52,17.3831
2019-01-15 18:15:00,108.23,78.09,64.74,-0.89,864.49,13.171901
2019-01-15 18:30:00,92.98,67.09,49.32,-1.08,864.64,10.264333
2019-01-15 18:45:00,58.2,41.99,32.47,-1.48,864.64,5.981266
2019-01-15 19:00:00,37.29,26.91,20.76,-1.47,864.53,2.8581
2019-01-15 19:15:00,18.56,13.39,9.63,-1.96,864.84,1.623067
2019-01-15 19:30:00,8.43,6.08,4.1,-2.48,864.91,0.462933
2019-01-15 19:45:00,0.0,0.0,0.0,-2.81,865.16,0.298433
2019-01-15 20:00:00,0.0,0.0,0.0,-3.19,865.65,0.2681
2019-01-15 20:15:00,0.0,0.0,0.0,-3.28,865.58,0.2674
2019-01-15 20:30:00,0.0,0.0,0.0,-3.42,865.26,0.2723
2019-01-15 20:45:00,0.0,0.0,0.0,-3.74,865.46,0.273
2019-01-15 21:00:00,0.0,0.0,0.0,-4.03,865.68,0.2688
2019-01-15 21:15:00,0.0,0.0,0.0,-3.79,865.57,0.263433
2019-01-15 21:30:00,0.0,0.0,0.0,-4.0,865.67,0.2583
2019-01-15 21:45:00,0.0,0.0,0.0,-4.18,865.85,0.259933
2019-01-15 22:00:00,0.0,0.0,0.0,-4.41,865.58,0.259
2019-01-15 22:15:00,0.0,0.0,0.0,-4.61,864.99,0.260167
2019-01-15 22:30:00,0.0,0.0,0.0,-5.02,864.6,0.263667
2019-01-15 22:45:00,0.0,0.0,0.0,-5.58,864.7,0.2632
2019-01-15 23:00:00,0.0,0.0,0.0,-5.98,865.02,0.267167
2019-01-15 23:15:00,0.0,0.0,0.0,-5.99,864.89,0.265533
2019-01-15 23:30:00,0.0,0.0,0.0,-6.66,864.78,0.266933
2019-01-15 23:45:00,0.0,0.0,0.0,-6.41,865.22,0.269267
2019-01-16 00:00:00,0.0,0.0,0.0,-7.19,865.46,0.264367
2019-01-16 00:15:00,0.0,0.0,0.0,-7.23,865.61,0.262033
2019-01-16 00:30:00,0.0,0.0,0.0,-7.03,866.06,0.262267
2019-01-16 00:45:00,0.0,0.0,0.0,-7.24,865.8,0.2611
2019-01-16 01:00:00,0.0,0.0,0.0,-6.93,865.81,0.259467
2019-01-16 01:15:00,0.0,0.0,0.0,-6.74,865.63,0.264133
2019-01-16 01:30:00,0.0,0.0,0.0,-6.93,865.42,0.263667
2019-01-16 01:45:00,0.0,0.0,0.0,-6.53,865.13,0.2646
2019-01-16 02:00:00,0.0,0.0,0.0,-6.59,864.97,0.266233
2019-01-16 02:15:00,0.0,0.0,0.0,-6.56,864.86,0.2653
2019-01-16 02:30:00,0.0,0.0,0.0,-7.03,864.89,0.271833
2019-01-16 02:45:00,0.0,0.0,0.0,-7.87,864.7,0.268567
2019-01-16 03:00:00,0.0,0.0,0.0,-8.14,864.83,0.2688
2019-01-16 03:15:00,0.0,0.0,0.0,-8.52,864.95,0.267633
2019-01-16 03:30:00,0.0,0.0,0.0,-8.75,865.09,0.269733
2019-01-16 03:45:00,0.0,0.0,0.0,-9.33,865.15,0.273
