date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Power (MW)
2019-02-15 14:30:00,1111,7,81,2.1,917.8,21.224667
2019-02-15 14:45:00,1062,8,82,2.2,917.5,20.381132
2019-02-15 15:00:00,1023,7,83,2.4,917.4,19.340866
2019-02-15 15:15:00,992,9,82,2.0,917.3,18.740932
2019-02-15 15:30:00,954,9,80,2.0,917.3,18.3074
2019-02-15 15:45:00,917,7,73,2.4,917.2,18.504932
2019-02-15 16:00:00,854,10,70,2.1,917.0,18.941465
2019-02-15 16:15:00,797,8,65,2.1,917.1,18.873934
2019-02-15 16:30:00,744,10,65,2.3,917.2,18.770466
2019-02-15 16:45:00,716,10,61,2.1,917.3,18.699665
2019-02-15 17:00:00,665,9,57,2.1,917.3,18.626665
2019-02-15 17:15:00,621,9,53,2.0,917.6,18.528399
2019-02-15 17:30:00,567,10,50,2.0,917.7,18.342
2019-02-15 17:45:00,490,11,46,1.6,917.6,17.840532
2019-02-15 18:00:00,386,11,40,1.3,917.4,14.739933
2019-02-15 18:15:00,311,9,33,1.0,917.8,10.774533
2019-02-15 18:30:00,211,6,26,0.7,917.7,5.430067
2019-02-15 18:45:00,123,3,18,0.2,917.7,1.561333
2019-02-15 19:00:00,32,1,8,0.0,918.0,0.148
2019-02-15 19:15:00,1,1,0,-0.5,918.3,0.0
2019-02-15 19:30:00,0,0,0,-1.0,918.5,0.0
2019-02-15 19:45:00,0,1,0,-1.4,918.9,0.0
2019-02-15 20:00:00,0,0,0,-2.0,919.1,0.0
2019-02-15 20:15:00,0,1,0,-2.3,919.4,0.0
2019-02-15 20:30:00,0,1,0,-2.7,919.5,0.0
2019-02-15 20:45:00,0,0,0,-3.1,919.8,0.0
2019-02-15 21:00:00,0,1,0,-3.6,919.9,0.0
2019-02-15 21:15:00,0,1,0,-3.9,920.1,0.0
2019-02-15 21:30:00,0,1,0,-4.2,919.7,0.0
2019-02-15 21:45:00,0,0,0,-4.3,920.0,0.0
2019-02-15 22:00:00,0,1,0,-4.7,920.3,0.0
2019-02-15 22:15:00,0,0,0,-4.6,920.4,0.0
2019-02-15 22:30:00,0,0,0,-4.8,920.6,0.0
2019-02-15 22:45:00,0,1,0,-5.1,920.6,0.0
2019-02-15 23:00:00,0,1,0,-5.3,920.8,0.0
2019-02-15 23:15:00,0,1,0,-5.8,921.0,0.0
2019-02-15 23:30:00,0,0,0,-6.0,921.3,0.0
2019-02-15 23:45:00,0,0,0,-6.2,921.1,0.0
2019-02-16 00:00:00,0,1,0,-6.5,921.1,0.0
2019-02-16 00:15:00,0,0,0,-6.7,921.2,0.0
2019-02-16 00:30:00,0,1,0,-6.8,921.0,0.0
2019-02-16 00:45:00,0,0,0,-6.9,921.2,0.0
2019-02-16 01:00:00,0,0,0,-7.3,921.2,0.0
2019-02-16 01:15:00,0,1,0,-7.4,921.5,0.0
2019-02-16 01:30:00,0,1,0,-7.7,921.5,0.0
2019-02-16 01:45:00,0,0,0,-7.8,921.8,0.0
2019-02-16 02:00:00,0,0,0,-7.8,922.0,0.0
2019-02-16 02:15:00,0,1,0,-8.2,922.1,0.0
2019-02-16 02:30:00,0,0,0,-8.1,922.4,0.0
2019-02-16 02:45:00,0,0,0,-8.2,922.3,0.0
2019-02-16 03:00:00,0,1,0,-8.2,922.5,0.0
2019-02-16 03:15:00,0,0,0,-8.4,922.4,0.0
2019-02-16 03:30:00,0,0,0,-8.5,922.5,0.0
2019-02-16 03:45:00,0,0,0,-8.4,922.4,0.0
2019-02-16 04:00:00,0,0,0,-8.4,922.4,0.0
2019-02-16 04:15:00,0,0,0,-8.5,922.3,0.0
2019-02-16 04:30:00,0,1,0,-8.4,922.4,0.0
2019-02-16 04:45:00,0,0,0,-8.6,922.5,0.0
2019-02-16 05:00:00,0,0,0,-8.7,922.5,0.0
2019-02-16 05:15:00,0,0,0,-8.6,922.5,0.0
2019-02-16 05:30:00,0,0,0,-8.5,922.7,0.0
2019-02-16 05:45:00,0,0,0,-8.2,922.5,0.0
2019-02-16 06:00:00,0,0,0,-8.2,922.5,0.0
2019-02-16 06:15:00,0,0,0,-8.3,922.5,0.0
2019-02-16 06:30:00,0,0,0,-8.4,922.7,0.0
2019-02-16 06:45:00,0,0,0,-8.3,922.6,0.0
2019-02-16 07:00:00,0,1,0,-8.5,922.9,0.0
2019-02-16 07:15:00,0,0,0,-8.7,923.1,0.0
2019-02-16 07:30:00,0,0,0,-8.7,923.2,0.0
2019-02-16 07:45:00,0,0,0,-8.9,923.3,0.0
2019-02-16 08:00:00,0,0,0,-8.8,923.4,0.0
2019-02-16 08:15:00,0,0,0,-8.8,923.3,0.0
2019-02-16 08:30:00,1,0,1,-9.0,923.7,0.0
2019-02-16 08:45:00,13,0,10,-8.8,923.8,0.2258
2019-02-16 09:00:00,39,0,33,-8.9,923.8,1.511
2019-02-16 09:15:00,65,0,53,-8.7,924.0,2.964333
2019-02-16 09:30:00,138,1,68,-8.5,924.0,5.51
2019-02-16 09:45:00,250,2,79,-8.2,924.1,8.1818
2019-02-16 10:00:00,373,5,73,-7.8,924.0,15.091866
2019-02-16 10:15:00,536,7,114,-7.6,924.0,18.887466
2019-02-16 10:30:00,378,6,121,-7.4,923.9,15.037333
2019-02-16 10:45:00,435,5,104,-6.8,923.6,22.911734
2019-02-16 11:00:00,737,8,91,-6.0,923.6,31.301132
2019-02-16 11:15:00,780,6,79,-4.7,923.4,33.989597
2019-02-16 11:30:00,868,7,82,-4.4,923.3,36.701866
2019-02-16 11:45:00,916,7,102,-4.5,923.1,33.906464
2019-02-16 12:00:00,536,8,135,-4.4,922.9,21.747066
2019-02-16 12:15:00,538,6,155,-3.8,923.0,32.721535
2019-02-16 12:30:00,853,9,155,-3.2,922.9,35.6928
2019-02-16 12:45:00,887,8,202,-2.3,922.6,37.009132
2019-02-16 13:00:00,792,8,247,-1.8,922.5,31.800133
2019-02-16 13:15:00,819,7,259,-1.2,922.3,29.149265
2019-02-16 13:30:00,755,7,246,-1.0,922.0,34.063465
2019-02-16 13:45:00,1042,7,239,-0.7,921.8,40.972664
2019-02-16 14:00:00,1093,9,231,-0.4,921.6,44.712666
2019-02-16 14:15:00,1185,7,212,0.0,921.4,36.44773
2019-02-16 14:30:00,811,7,252,0.2,921.3,30.732866
2019-02-16 14:45:00,667,7,284,0.4,920.8,25.2078
2019-02-16 15:00:00,690,7,263,0.7,920.8,22.733398
2019-02-16 15:15:00,623,8,209,0.7,920.8,25.766533
2019-02-16 15:30:00,841,10,185,0.8,920.8,28.155533
2019-02-16 15:45:00,903,12,154,1.1,920.5,27.867867
2019-02-16 16:00:00,616,11,121,0.7,920.5,27.831999
2019-02-16 16:15:00,485,8,120,1.0,920.7,21.215666
2019-02-16 16:30:00,380,6,103,1.4,920.8,20.219799
2019-02-16 16:45:00,436,8,91,1.1,920.8,14.765933
2019-02-16 17:00:00,340,7,84,1.0,920.9,19.182999
2019-02-16 17:15:00,566,9,70,1.2,921.1,22.321266
2019-02-16 17:30:00,356,9,58,1.2,920.8,17.880798
2019-02-16 17:45:00,404,10,61,1.2,920.9,15.871066
2019-02-16 18:00:00,319,9,56,0.9,920.6,11.6032
2019-02-16 18:15:00,285,7,47,0.6,921.2,9.236133
2019-02-16 18:30:00,77,3,30,0.1,921.2,2.7388
2019-02-16 18:45:00,53,2,19,-0.2,921.5,1.130333
2019-02-16 19:00:00,10,1,6,-0.7,921.6,0.046533
2019-02-16 19:15:00,0,1,0,-1.2,921.9,0.0
2019-02-16 19:30:00,0,0,0,-1.5,922.0,0.0
2019-02-16 19:45:00,0,1,0,-1.9,922.3,0.0
2019-02-16 20:00:00,0,0,0,-2.3,922.5,0.0
2019-02-16 20:15:00,0,0,0,-2.7,922.6,0.0
2019-02-16 20:30:00,0,1,0,-3.2,922.9,0.0
2019-02-16 20:45:00,0,1,0,-3.6,922.9,0.0
2019-02-16 21:00:00,0,1,0,-4.1,923.4,0.0
2019-02-16 21:15:00,0,1,0,-4.4,923.6,0.0
2019-02-16 21:30:00,0,1,0,-4.6,923.8,0.0
2019-02-16 21:45:00,0,0,0,-4.5,923.7,0.0
2019-02-16 22:00:00,0,1,0,-5.0,923.8,0.0
2019-02-16 22:15:00,0,1,0,-5.4,923.9,0.0
2019-02-16 22:30:00,0,0,0,-5.4,924.0,0.0
2019-02-16 22:45:00,0,1,0,-6.0,924.1,0.0
2019-02-16 23:00:00,0,1,0,-6.3,924.2,0.0
2019-02-16 23:15:00,0,0,0,-6.4,924.2,0.0
2019-02-16 23:30:00,0,0,0,-6.6,924.1,0.0
2019-02-16 23:45:00,0,0,0,-6.8,924.1,0.0
2019-02-17 00:00:00,0,1,0,-7.1,924.2,0.0
2019-02-17 00:15:00,0,0,0,-7.5,924.2,0.0
2019-02-17 00:30:00,0,1,0,-7.7,924.2,0.0
2019-02-17 00:45:00,0,1,0,-7.9,924.3,0.0
2019-02-17 01:00:00,0,0,0,-8.0,924.3,0.0
2019-02-17 01:15:00,0,0,0,-8.0,924.2,0.0
2019-02-17 01:30:00,0,0,0,-8.0,924.1,0.0
2019-02-17 01:45:00,0,0,0,-8.0,924.0,0.0
2019-02-17 02:00:00,0,1,0,-8.2,924.0,0.0
2019-02-17 02:15:00,0,1,0,-8.4,923.8,0.0
2019-02-17 02:30:00,0,1,0,-8.6,923.9,0.0
2019-02-17 02:45:00,0,0,0,-8.9,923.7,0.0
2019-02-17 03:00:00,0,0,0,-9.2,923.7,0.0
2019-02-17 03:15:00,0,1,0,-9.0,923.5,0.0
2019-02-17 03:30:00,0,1,0,-9.2,923.5,0.0
2019-02-17 03:45:00,0,1,0,-9.8,923.6,0.0
2019-02-17 04:00:00,0,0,0,-9.7,923.5,0.0
2019-02-17 04:15:00,0,0,0,-9.7,923.5,0.0
2019-02-17 04:30:00,0,0,0,-9.8,923.4,0.0
2019-02-17 04:45:00,0,0,0,-9.9,923.2,0.0
2019-02-17 05:00:00,0,0,0,-9.9,922.9,0.0
2019-02-17 05:15:00,0,0,0,-9.7,922.9,0.0
2019-02-17 05:30:00,0,0,0,-9.9,922.9,0.0
2019-02-17 05:45:00,0,1,0,-10.1,922.7,0.0
2019-02-17 06:00:00,0,0,0,-10.0,922.7,0.0
2019-02-17 06:15:00,0,1,0,-10.0,922.7,0.0
2019-02-17 06:30:00,0,0,0,-9.9,922.7,0.0
2019-02-17 06:45:00,0,0,0,-9.8,922.6,0.0
2019-02-17 07:00:00,0,1,0,-10.1,922.6,0.0
2019-02-17 07:15:00,0,0,0,-10.1,922.5,0.0
2019-02-17 07:30:00,0,0,0,-9.4,922.6,0.0
2019-02-17 07:45:00,0,0,0,-9.5,922.5,0.0
2019-02-17 08:00:00,0,2,0,-11.1,922.5,0.0
2019-02-17 08:15:00,0,0,0,-10.2,922.7,0.0
2019-02-17 08:30:00,1,0,1,-8.7,922.8,0.008333
2019-02-17 08:45:00,42,1,13,-8.7,922.7,0.573267
2019-02-17 09:00:00,112,1,26,-8.7,922.5,2.3428
2019-02-17 09:15:00,147,2,33,-7.7,922.4,5.278467
2019-02-17 09:30:00,294,4,44,-7.4,922.1,10.3172
2019-02-17 09:45:00,376,6,50,-6.8,922.1,14.521733
2019-02-17 10:00:00,474,7,55,-6.0,921.7,18.107134
2019-02-17 10:15:00,559,8,59,-4.9,921.4,21.632933
2019-02-17 10:30:00,637,7,63,-4.1,921.2,24.9516
2019-02-17 10:45:00,699,7,66,-3.2,920.8,27.774134
2019-02-17 11:00:00,747,7,68,-2.3,920.5,30.177465
2019-02-17 11:15:00,793,7,71,-1.1,920.3,32.26113
2019-02-17 11:30:00,840,6,72,-0.9,920.0,34.327465
2019-02-17 11:45:00,900,7,73,0.1,919.7,36.155132
2019-02-17 12:00:00,943,8,74,1.0,919.5,37.668
2019-02-17 12:15:00,987,7,75,1.0,919.2,39.015133
2019-02-17 12:30:00,1022,7,77,1.7,919.0,40.223866
2019-02-17 12:45:00,1042,8,81,1.9,918.7,41.00973
2019-02-17 13:00:00,1072,8,86,2.1,918.5,41.9044
2019-02-17 13:15:00,1098,7,88,2.7,918.2,42.918797
2019-02-17 13:30:00,1064,9,97,2.8,918.0,42.458733
2019-02-17 13:45:00,1084,9,159,3.1,917.6,40.269398
2019-02-17 14:00:00,972,10,178,3.0,917.4,39.99553
2019-02-17 14:15:00,1119,9,113,3.7,917.1,36.147465
2019-02-17 14:30:00,1072,10,105,3.4,916.8,33.1102
2019-02-17 14:45:00,1025,11,104,3.4,916.5,33.184868
2019-02-17 15:00:00,943,10,106,3.3,916.4,33.726334
2019-02-17 15:15:00,871,9,105,4.2,916.1,32.436
2019-02-17 15:30:00,877,10,110,3.7,916.0,31.650265
2019-02-17 15:45:00,854,11,109,3.5,915.5,32.120132
2019-02-17 16:00:00,777,12,105,4.2,915.5,30.6542
2019-02-17 16:15:00,743,11,101,4.0,915.4,30.409
2019-02-17 16:30:00,640,12,95,4.1,915.5,23.0166
2019-02-17 16:45:00,525,11,88,3.9,915.3,19.852865
2019-02-17 17:00:00,490,11,87,3.5,915.2,19.501865
2019-02-17 17:15:00,417,10,82,3.6,915.2,17.4572
2019-02-17 17:30:00,343,8,76,3.4,915.2,12.5236
2019-02-17 17:45:00,285,6,66,3.1,915.2,9.607866
2019-02-17 18:00:00,190,4,56,3.1,915.3,6.748333
2019-02-17 18:15:00,106,2,44,2.6,915.1,3.679
2019-02-17 18:30:00,57,1,31,2.4,915.0,1.806667
2019-02-17 18:45:00,33,1,20,1.9,915.0,0.765467
2019-02-17 19:00:00,10,1,6,1.5,914.9,0.042467
2019-02-17 19:15:00,0,1,0,1.0,915.0,0.0
2019-02-17 19:30:00,0,1,0,0.9,914.8,0.0
2019-02-17 19:45:00,0,1,0,0.9,914.8,0.0
2019-02-17 20:00:00,0,0,0,0.8,915.0,0.0
2019-02-17 20:15:00,0,1,0,0.8,915.0,0.0
2019-02-17 20:30:00,0,0,0,0.7,915.1,0.0
2019-02-17 20:45:00,0,0,0,0.5,915.1,0.0
2019-02-17 21:00:00,0,0,0,0.4,915.0,0.0
2019-02-17 21:15:00,0,0,0,0.3,915.0,0.0
2019-02-17 21:30:00,0,0,0,0.2,915.0,0.0
2019-02-17 21:45:00,0,0,0,0.2,914.8,0.0
2019-02-17 22:00:00,0,0,0,-0.2,914.6,0.0
2019-02-17 22:15:00,0,1,0,-1.0,914.4,0.0
2019-02-17 22:30:00,0,0,0,-1.7,914.4,0.0
2019-02-17 22:45:00,0,1,0,-1.6,914.2,0.0
2019-02-17 23:00:00,0,0,0,-0.8,914.1,0.0
2019-02-17 23:15:00,0,0,0,-0.6,913.9,0.0
2019-02-17 23:30:00,0,0,0,-0.6,913.7,0.0
2019-02-17 23:45:00,0,0,0,-0.1,913.4,0.0
2019-02-18 00:00:00,0,0,0,0.0,913.1,0.0
2019-02-18 00:15:00,0,2,0,-1.3,913.1,0.0
2019-02-18 00:30:00,0,3,0,-2.4,912.8,0.0
2019-02-18 00:45:00,0,0,0,-2.5,912.8,0.0
2019-02-18 01:00:00,0,2,0,-3.8,912.8,0.0
2019-02-18 01:15:00,0,4,0,-5.9,912.6,0.0
2019-02-18 01:30:00,0,0,0,-5.9,912.6,0.0
2019-02-18 01:45:00,0,0,0,-5.5,912.4,0.0
2019-02-18 02:00:00,0,0,0,-5.1,912.4,0.0
2019-02-18 02:15:00,0,0,0,-4.1,912.2,0.0
2019-02-18 02:30:00,0,1,0,-4.2,912.2,0.0
2019-02-18 02:45:00,0,0,0,-4.3,912.0,0.0
2019-02-18 03:00:00,0,1,0,-5.2,912.0,0.0
2019-02-18 03:15:00,0,1,0,-5.1,911.9,0.0
2019-02-18 03:30:00,0,0,0,-5.1,911.8,0.0
2019-02-18 03:45:00,0,0,0,-4.9,911.7,0.0
2019-02-18 04:00:00,0,2,0,-5.7,911.6,0.0
2019-02-18 04:15:00,0,0,0,-5.5,911.4,0.0
2019-02-18 04:30:00,0,1,0,-7.0,911.2,0.0
2019-02-18 04:45:00,0,1,0,-5.6,911.1,0.0
2019-02-18 05:00:00,0,0,0,-5.1,910.7,0.0
2019-02-18 05:15:00,0,0,0,-3.4,910.4,0.0
2019-02-18 05:30:00,0,3,0,-4.2,910.2,0.0
2019-02-18 05:45:00,0,0,0,-3.3,910.2,0.0
2019-02-18 06:00:00,0,2,0,-5.6,910.3,0.0
2019-02-18 06:15:00,0,0,0,-5.3,910.4,0.0
2019-02-18 06:30:00,0,1,0,-5.2,910.5,0.0
2019-02-18 06:45:00,0,0,0,-5.0,910.5,0.0
2019-02-18 07:00:00,0,0,0,-4.9,910.5,0.0
2019-02-18 07:15:00,0,0,0,-3.8,910.4,0.0
2019-02-18 07:30:00,0,0,0,-4.0,910.4,0.0
2019-02-18 07:45:00,0,0,0,-3.0,910.4,0.0
2019-02-18 08:00:00,0,0,0,-3.2,910.4,0.0
2019-02-18 08:15:00,0,2,0,-4.5,910.5,0.0
2019-02-18 08:30:00,3,0,2,-4.0,910.7,0.008333
2019-02-18 08:45:00,25,2,11,-5.1,910.8,0.5272
2019-02-18 09:00:00,91,1,26,-5.0,911.0,2.1758
2019-02-18 09:15:00,172,2,38,-4.4,911.0,5.7328
2019-02-18 09:30:00,271,4,47,-4.5,911.0,10.133466
2019-02-18 09:45:00,365,7,53,-4.1,911.0,13.911933
2019-02-18 10:00:00,456,6,57,-2.4,910.9,17.676332
2019-02-18 10:15:00,547,10,63,-3.5,910.7,21.112534
2019-02-18 10:30:00,613,8,67,-2.6,910.6,24.238066
2019-02-18 10:45:00,677,8,73,-2.3,910.4,27.145065
2019-02-18 11:00:00,729,7,74,-1.5,910.5,29.633266
2019-02-18 11:15:00,777,6,75,0.3,910.1,31.899332
2019-02-18 11:30:00,823,7,77,1.4,910.1,33.829533
2019-02-18 11:45:00,875,7,82,1.0,910.0,35.587196
2019-02-18 12:00:00,920,8,85,2.2,909.7,37.22893
2019-02-18 12:15:00,961,9,87,2.8,909.7,38.668198
2019-02-18 12:30:00,1000,8,91,3.0,909.6,40.00593
2019-02-18 12:45:00,1024,7,95,3.6,909.5,41.33827
2019-02-18 13:00:00,1047,8,97,4.3,909.3,42.091267
2019-02-18 13:15:00,1073,8,98,4.2,909.1,42.769398
2019-02-18 13:30:00,1088,9,102,4.4,909.3,43.112133
2019-02-18 13:45:00,1085,7,164,5.0,909.0,43.469864
2019-02-18 14:00:00,1092,8,191,4.9,908.8,43.317066
2019-02-18 14:15:00,1079,9,101,5.1,908.7,43.312
2019-02-18 14:30:00,1059,9,95,5.0,908.4,42.91733
2019-02-18 14:45:00,1029,8,90,5.4,908.4,42.335667
2019-02-18 15:00:00,1006,9,88,5.3,908.1,41.277798
2019-02-18 15:15:00,973,9,86,5.6,907.9,40.30033
2019-02-18 15:30:00,941,9,85,5.6,907.6,38.929665
2019-02-18 15:45:00,894,9,82,5.7,907.5,37.515465
2019-02-18 16:00:00,847,10,81,6.0,907.4,35.733665
2019-02-18 16:15:00,790,10,77,5.8,907.3,33.71073
2019-02-18 16:30:00,731,10,73,6.0,907.3,31.486732
2019-02-18 16:45:00,687,10,70,6.2,907.0,29.0248
2019-02-18 17:00:00,642,10,67,6.3,907.0,26.367731
2019-02-18 17:15:00,594,11,64,6.2,907.0,23.478931
2019-02-18 17:30:00,545,598,57,6.4,906.9,20.216398
2019-02-18 17:45:00,465,579,52,6.0,906.9,16.865465
2019-02-18 18:00:00,376,507,46,6.0,906.9,13.312066
2019-02-18 18:15:00,284,429,39,5.9,906.8,9.587866
2019-02-18 18:30:00,186,319,31,5.5,906.9,5.520067
2019-02-18 18:45:00,92,167,20,5.2,906.8,1.903067
2019-02-18 19:00:00,26,40,9,4.9,906.9,0.314933
2019-02-18 19:15:00,0,1,0,4.3,907.2,0.0
2019-02-18 19:30:00,0,1,0,3.9,907.3,0.0
2019-02-18 19:45:00,0,0,0,3.6,907.4,0.0
2019-02-18 20:00:00,0,0,0,2.7,907.6,0.0
2019-02-18 20:15:00,0,0,0,2.4,907.8,0.0
2019-02-18 20:30:00,0,1,0,1.9,907.9,0.0
2019-02-18 20:45:00,0,0,0,1.8,907.9,0.0
2019-02-18 21:00:00,0,0,0,2.0,907.9,0.0
2019-02-18 21:15:00,0,1,0,1.0,908.2,0.0
2019-02-18 21:30:00,0,1,0,-0.1,908.2,0.0
2019-02-18 21:45:00,0,0,0,-0.6,908.3,0.0
2019-02-18 22:00:00,0,1,0,-1.4,908.3,0.0
2019-02-18 22:15:00,0,1,0,-1.7,908.2,0.0
2019-02-18 22:30:00,0,0,0,-2.1,908.5,0.0
2019-02-18 22:45:00,0,1,0,-2.8,908.7,0.0
2019-02-18 23:00:00,0,1,0,-3.3,908.7,0.0
2019-02-18 23:15:00,0,0,0,-3.3,908.7,0.0
2019-02-18 23:30:00,0,0,0,-3.3,908.7,0.0
2019-02-18 23:45:00,0,0,0,-3.6,908.8,0.0
2019-02-19 00:00:00,0,0,0,-3.5,908.6,0.0
2019-02-19 00:15:00,0,0,0,-3.6,908.5,0.0
2019-02-19 00:30:00,0,0,0,-3.6,908.4,0.0
2019-02-19 00:45:00,0,0,0,-3.5,908.3,0.0
2019-02-19 01:00:00,0,0,0,-3.5,908.3,0.0
2019-02-19 01:15:00,0,0,0,-3.9,908.4,0.0
2019-02-19 01:30:00,0,1,0,-4.0,908.4,0.0
2019-02-19 01:45:00,0,1,0,-4.2,908.5,0.0
2019-02-19 02:00:00,0,1,0,-4.5,908.7,0.0
2019-02-19 02:15:00,0,0,0,-4.3,908.9,0.0
2019-02-19 02:30:00,0,1,0,-4.9,909.1,0.0
2019-02-19 02:45:00,0,0,0,-4.8,909.1,0.0
2019-02-19 03:00:00,0,0,0,-4.6,909.2,0.0
2019-02-19 03:15:00,0,1,0,-5.1,909.4,0.0
2019-02-19 03:30:00,0,0,0,-5.4,909.5,0.0
2019-02-19 03:45:00,0,1,0,-5.8,909.4,0.0
2019-02-19 04:00:00,0,0,0,-6.2,909.7,0.0
2019-02-19 04:15:00,0,0,0,-5.8,909.7,0.0
2019-02-19 04:30:00,0,1,0,-5.8,909.6,0.0
2019-02-19 04:45:00,0,0,0,-5.4,909.5,0.0
2019-02-19 05:00:00,0,1,0,-5.8,909.5,0.0
2019-02-19 05:15:00,0,1,0,-6.0,909.5,0.0
2019-02-19 05:30:00,0,0,0,-5.9,909.6,0.0
2019-02-19 05:45:00,0,1,0,-6.1,909.7,0.0
2019-02-19 06:00:00,0,1,0,-6.3,909.7,0.0
2019-02-19 06:15:00,0,1,0,-6.6,909.6,0.0
2019-02-19 06:30:00,0,0,0,-6.3,909.6,0.0
2019-02-19 06:45:00,0,1,0,-6.7,909.7,0.0
2019-02-19 07:00:00,0,1,0,-6.7,909.7,0.0
2019-02-19 07:15:00,0,0,0,-6.3,910.0,0.0
2019-02-19 07:30:00,0,1,0,-6.7,910.1,0.0
2019-02-19 07:45:00,0,1,0,-6.6,910.3,0.0
2019-02-19 08:00:00,0,1,0,-7.2,910.3,0.0
2019-02-19 08:15:00,0,1,0,-7.6,910.6,0.0
2019-02-19 08:30:00,8,1,6,-7.9,910.8,0.048467
2019-02-19 08:45:00,51,54,20,-7.4,910.8,0.960333
2019-02-19 09:00:00,128,155,38,-7.5,911.1,2.925533
2019-02-19 09:15:00,167,163,50,-7.2,911.4,4.5838
2019-02-19 09:30:00,126,66,47,-6.8,911.3,4.445
2019-02-19 09:45:00,253,184,54,-7.0,911.7,9.470133
2019-02-19 10:00:00,388,286,78,-6.3,912.0,17.850666
2019-02-19 10:15:00,491,293,122,-5.5,912.0,22.4518
2019-02-19 10:30:00,448,211,146,-5.0,911.8,22.083067
2019-02-19 10:45:00,431,169,155,-4.0,911.6,20.5152
2019-02-19 11:00:00,371,153,119,-3.5,911.7,14.851333
2019-02-19 11:15:00,453,212,111,-3.3,912.0,21.2452
2019-02-19 11:30:00,694,406,128,-2.2,912.1,25.392666
2019-02-19 11:45:00,686,358,149,-1.3,912.1,26.792665
2019-02-19 12:00:00,877,551,107,-1.0,911.9,31.321133
2019-02-19 12:15:00,1017,668,104,-0.5,911.7,40.493595
2019-02-19 12:30:00,1009,641,111,0.7,911.8,41.091465
2019-02-19 12:45:00,1084,685,123,1.1,911.6,42.390133
2019-02-19 13:00:00,1108,694,128,2.1,911.8,41.9208
2019-02-19 13:15:00,1023,591,148,2.4,912.0,40.746464
2019-02-19 13:30:00,1019,588,157,2.8,912.0,40.710667
2019-02-19 13:45:00,1116,609,244,3.0,911.6,39.412197
2019-02-19 14:00:00,1083,582,271,3.7,911.5,39.66753
2019-02-19 14:15:00,984,511,207,4.0,911.4,36.5978
2019-02-19 14:30:00,856,417,209,3.4,911.4,34.373466
2019-02-19 14:45:00,674,284,193,4.2,911.4,27.675266
2019-02-19 15:00:00,566,192,191,3.7,911.5,26.307
2019-02-19 15:15:00,850,444,209,4.0,911.6,35.12253
2019-02-19 15:30:00,766,430,176,4.2,911.4,32.058468
2019-02-19 15:45:00,584,252,199,4.7,911.3,27.788532
2019-02-19 16:00:00,413,115,197,4.4,911.3,16.598333
2019-02-19 16:15:00,381,75,213,3.9,911.2,18.362398
2019-02-19 16:30:00,639,361,218,4.4,911.5,25.925934
2019-02-19 16:45:00,757,606,169,4.6,911.5,30.081133
2019-02-19 17:00:00,675,589,124,4.5,911.6,26.057667
2019-02-19 17:15:00,544,492,91,4.6,911.7,19.998798
2019-02-19 17:30:00,388,340,73,5.2,911.6,14.479533
2019-02-19 17:45:00,245,171,65,5.7,911.9,10.510133
2019-02-19 18:00:00,201,143,62,4.5,911.9,7.111067
2019-02-19 18:15:00,97,21,53,4.5,911.9,4.259667
2019-02-19 18:30:00,126,110,50,4.8,912.1,4.404667
2019-02-19 18:45:00,54,15,34,4.5,912.2,1.7802
2019-02-19 19:00:00,20,1,14,4.2,912.4,0.361067
2019-02-19 19:15:00,0,0,0,3.9,912.6,0.0
2019-02-19 19:30:00,0,1,0,3.9,912.9,0.0
2019-02-19 19:45:00,0,0,0,3.8,913.2,0.0
2019-02-19 20:00:00,0,0,0,3.8,913.3,0.0
2019-02-19 20:15:00,0,0,0,3.5,913.4,0.0
2019-02-19 20:30:00,0,1,0,2.7,913.6,0.0
2019-02-19 20:45:00,0,1,0,2.3,913.8,0.0
2019-02-19 21:00:00,0,0,0,2.1,913.9,0.0
2019-02-19 21:15:00,0,1,0,1.5,914.0,0.0
2019-02-19 21:30:00,0,0,0,1.7,913.9,0.0
2019-02-19 21:45:00,0,0,0,1.7,914.0,0.0
2019-02-19 22:00:00,0,0,0,1.7,914.1,0.0
2019-02-19 22:15:00,0,0,0,1.9,914.2,0.0
2019-02-19 22:30:00,0,0,0,1.8,914.2,0.0
2019-02-19 22:45:00,0,0,0,1.8,914.1,0.0
2019-02-19 23:00:00,0,0,0,1.7,914.2,0.0
2019-02-19 23:15:00,0,0,0,1.9,914.2,0.0
2019-02-19 23:30:00,0,0,0,1.7,914.2,0.0
2019-02-19 23:45:00,0,1,0,1.4,914.1,0.0
2019-02-20 00:00:00,0,0,0,1.8,914.2,0.0
2019-02-20 00:15:00,0,1,0,0.7,914.2,0.0
2019-02-20 00:30:00,0,2,0,0.0,914.2,0.0
2019-02-20 00:45:00,0,1,0,-1.1,914.4,0.0
2019-02-20 01:00:00,0,0,0,-0.8,914.3,0.0
2019-02-20 01:15:00,0,1,0,-1.2,914.5,0.0
2019-02-20 01:30:00,0,0,0,-0.3,914.6,0.0
2019-02-20 01:45:00,0,0,0,-0.3,914.5,0.0
2019-02-20 02:00:00,0,2,0,-1.5,914.6,0.0
2019-02-20 02:15:00,0,0,0,-1.9,914.7,0.0
2019-02-20 02:30:00,0,0,0,-2.3,915.0,0.0
